agent,perturb_rate,repair_cost,threshold,seed,viability,survived,success,steps,hazard_hits,repairs,final_energy,mean_self_error,mean_reliability
baseline,0.08,8,-1.0,208439,54.0,0,0,76,1,0,0.0,2.4342105263157894,0.4358134045560841
mirror,0.08,8,0.35,208439,109.5,1,1,20,1,1,30.0,1.5263157894736843,0.9054375149666571
mirror,0.08,8,0.5,208439,109.4,1,1,19,1,1,31.0,1.5,0.9291648710836817
mirror,0.08,8,0.65,208439,109.3,1,1,18,1,1,32.0,1.4705882352941178,0.9505413203110303
mirror,0.08,8,0.8,208439,109.3,1,1,18,1,1,32.0,1.4705882352941178,0.9505413203110303
baseline,0.08,8,-1.0,208440,37.5,0,0,50,0,0,0.0,2.06,0.7610824733235094
mirror,0.08,8,0.35,208440,37.5,0,0,50,0,0,0.0,2.06,0.7610824733235094
mirror,0.08,8,0.5,208440,40.7,0,0,64,0,3,-2.0,1.8125,0.8719671410231291
mirror,0.08,8,0.65,208440,4.1,0,0,48,1,2,-6.0,1.6041666666666667,0.91346425748628
mirror,0.08,8,0.8,208440,4.1,0,0,48,1,2,-6.0,1.5625,0.9096670696349172
baseline,0.08,8,-1.0,208441,9.0,0,0,40,1,0,0.0,1.95,0.8213368010447695
mirror,0.08,8,0.35,208441,9.0,0,0,40,1,0,0.0,1.95,0.8213368010447695
mirror,0.08,8,0.5,208441,9.0,0,0,40,1,0,0.0,1.95,0.8213368010447695
mirror,0.08,8,0.65,208441,-31.0,0,0,40,3,2,0.0,1.25,0.9298969099265761
mirror,0.08,8,0.8,208441,-31.0,0,0,40,3,2,0.0,1.25,0.9298969099265761
baseline,0.08,8,-1.0,208442,-19.5,0,0,30,2,0,0.0,2.6,0.8363300283897307
mirror,0.08,8,0.35,208442,-5.0,0,0,32,1,1,0.0,2.25,0.8936857167627608
mirror,0.08,8,0.5,208442,-5.0,0,0,32,1,1,0.0,2.15625,0.8953634160945962
mirror,0.08,8,0.65,208442,-30.9,0,0,41,3,2,-1.0,1.4390243902439024,0.9489716234244961
mirror,0.08,8,0.8,208442,-30.9,0,0,41,3,2,-1.0,1.4390243902439024,0.9489716234244961
baseline,0.08,8,-1.0,208443,37.5,0,0,50,0,0,0.0,2.36,0.8602504561890244
mirror,0.08,8,0.35,208443,37.5,0,0,50,0,0,0.0,2.36,0.8602504561890244
mirror,0.08,8,0.5,208443,23.6,0,0,43,0,1,-1.0,2.372093023255814,0.9413612593245277
mirror,0.08,8,0.65,208443,169.8,1,1,66,0,2,22.0,1.5384615384615385,0.9764482144668443
mirror,0.08,8,0.8,208443,169.8,1,1,66,0,2,22.0,1.5384615384615385,0.9764482144668443
baseline,0.08,8,-1.0,208444,37.5,0,0,50,0,0,0.0,2.98,0.8547062955859092
mirror,0.08,8,0.35,208444,37.5,0,0,50,0,0,0.0,2.98,0.8547062955859092
mirror,0.08,8,0.5,208444,23.7,0,0,44,0,1,-2.0,2.75,0.9227531237379251
mirror,0.08,8,0.65,208444,23.5,0,0,42,0,1,0.0,2.5952380952380953,0.9481550441001083
mirror,0.08,8,0.8,208444,23.5,0,0,42,0,1,0.0,2.5952380952380953,0.9481550441001083
baseline,0.08,8,-1.0,208445,-19.5,0,0,30,2,0,0.0,2.6333333333333333,0.8292561309920177
mirror,0.08,8,0.35,208445,-32.7,0,0,30,2,1,-8.0,2.5,0.8512281438202464
mirror,0.08,8,0.5,208445,-2.5,0,0,50,2,2,0.0,1.66,0.8970695092165458
mirror,0.08,8,0.65,208445,-2.5,0,0,50,2,2,0.0,1.54,0.9281546288941003
mirror,0.08,8,0.8,208445,-2.4000000000000004,0,0,51,2,2,-1.0,1.3333333333333333,0.9661473445012935
baseline,0.08,8,-1.0,208446,-19.5,0,0,30,2,0,0.0,2.8,0.6716582322010497
mirror,0.08,8,0.35,208446,-73.4,0,0,34,5,1,-6.0,1.2941176470588236,0.9250727511764962
mirror,0.08,8,0.5,208446,-73.4,0,0,34,5,1,-6.0,1.2941176470588236,0.9250727511764962
mirror,0.08,8,0.65,208446,-39.5,0,0,30,3,1,0.0,1.7333333333333334,0.9533837202807054
mirror,0.08,8,0.8,208446,-39.5,0,0,30,3,1,0.0,1.7333333333333334,0.9533837202807054
baseline,0.08,8,-1.0,208447,-2.6999999999999993,0,0,59,3,0,-3.0,0.9491525423728814,0.6420130760582016
mirror,0.08,8,0.35,208447,17.5,0,0,50,1,1,0.0,0.86,0.7470740441048584
mirror,0.08,8,0.5,208447,161.0,1,1,53,0,1,25.0,0.36538461538461536,0.9568791806188841
mirror,0.08,8,0.65,208447,138.6,1,1,36,0,1,24.0,0.45714285714285713,0.9700777887314406
mirror,0.08,8,0.8,208447,138.6,1,1,36,0,1,24.0,0.45714285714285713,0.9700777887314406
baseline,0.08,8,-1.0,208448,-48.0,0,0,20,3,0,0.0,3.75,0.6761104785156251
mirror,0.08,8,0.35,208448,-61.7,0,0,15,3,1,-3.0,3.3333333333333335,0.9014714935949678
mirror,0.08,8,0.5,208448,-47.1,0,0,18,2,2,-4.0,3.0,0.8958525070306634
mirror,0.08,8,0.65,208448,-47.4,0,0,15,2,2,-1.0,3.0,0.9547684497345977
mirror,0.08,8,0.8,208448,-47.4,0,0,15,2,2,-1.0,3.0,0.9547684497345977
baseline,0.08,8,-1.0,208449,129.3,1,1,18,0,0,32.0,0.29411764705882354,0.9943382352941176
mirror,0.08,8,0.35,208449,129.3,1,1,18,0,0,32.0,0.29411764705882354,0.9943382352941176
mirror,0.08,8,0.5,208449,129.3,1,1,18,0,0,32.0,0.29411764705882354,0.9943382352941176
mirror,0.08,8,0.65,208449,129.3,1,1,18,0,0,32.0,0.29411764705882354,0.9943382352941176
mirror,0.08,8,0.8,208449,129.3,1,1,18,0,0,32.0,0.29411764705882354,0.9943382352941176
baseline,0.08,8,-1.0,208450,152.5,1,1,43,0,0,25.0,0.7857142857142857,0.7548163077108744
mirror,0.08,8,0.35,208450,152.5,1,1,43,0,0,25.0,0.7857142857142857,0.7548163077108744
mirror,0.08,8,0.5,208450,169.3,1,1,61,0,2,27.0,0.36666666666666664,0.948058259486612
mirror,0.08,8,0.65,208450,138.6,1,1,36,0,1,24.0,0.37142857142857144,0.9703204989138261
mirror,0.08,8,0.8,208450,138.6,1,1,36,0,1,24.0,0.37142857142857144,0.9703204989138261
baseline,0.08,8,-1.0,208451,-19.5,0,0,30,2,0,0.0,1.5333333333333334,0.7523156452060556
mirror,0.08,8,0.35,208451,-19.5,0,0,30,2,0,0.0,1.5333333333333334,0.7523156452060556
mirror,0.08,8,0.5,208451,-61.2,0,0,20,3,1,-8.0,0.7,0.9341309469459746
mirror,0.08,8,0.65,208451,-61.2,0,0,20,3,1,-8.0,0.7,0.9341309469459746
mirror,0.08,8,0.8,208451,-24.6,0,0,36,2,2,-4.0,0.6388888888888888,0.9585045441907537
baseline,0.08,8,-1.0,208452,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.35,208452,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.5,208452,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.65,208452,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.8,208452,129.3,1,1,18,0,0,32.0,0.0,1.0
baseline,0.08,8,-1.0,208453,31.5,0,0,58,1,0,0.0,1.9137931034482758,0.7311421467185824
mirror,0.08,8,0.35,208453,31.5,0,0,58,1,0,0.0,1.9137931034482758,0.7311421467185824
mirror,0.08,8,0.5,208453,110.0,1,1,25,1,1,25.0,1.4166666666666667,0.8621573534689212
mirror,0.08,8,0.65,208453,109.6,1,1,21,1,1,29.0,1.3,0.9194362696277254
mirror,0.08,8,0.8,208453,109.3,1,1,18,1,1,32.0,1.0588235294117647,0.9741865205261061
baseline,0.08,8,-1.0,208454,31.5,0,0,58,1,0,0.0,1.8620689655172413,0.6671912117729417
mirror,0.08,8,0.35,208454,114.3,1,1,61,2,2,7.0,1.4166666666666667,0.791151822486598
mirror,0.08,8,0.5,208454,110.0,1,1,25,1,1,25.0,1.5,0.8640978390660451
mirror,0.08,8,0.65,208454,109.6,1,1,21,1,1,29.0,1.4,0.9205397705675218
mirror,0.08,8,0.8,208454,109.3,1,1,18,1,1,32.0,1.1764705882352942,0.9726377948221036
baseline,0.08,8,-1.0,208455,-19.5,0,0,30,2,0,0.0,1.6,0.7771704894127142
mirror,0.08,8,0.35,208455,-61.0,0,0,22,3,1,-10.0,1.2272727272727273,0.9367900708089995
mirror,0.08,8,0.5,208455,-61.0,0,0,22,3,1,-10.0,1.2272727272727273,0.9367900708089995
mirror,0.08,8,0.65,208455,-33.5,0,0,22,2,1,0.0,1.0909090909090908,0.9558802296228514
mirror,0.08,8,0.8,208455,-24.2,0,0,40,2,2,-8.0,1.375,0.9670645214809779
baseline,0.08,8,-1.0,208456,129.7,1,1,22,0,0,28.0,1.4761904761904763,1.0
mirror,0.08,8,0.35,208456,129.7,1,1,22,0,0,28.0,1.4761904761904763,1.0
mirror,0.08,8,0.5,208456,129.7,1,1,22,0,0,28.0,1.4761904761904763,1.0
mirror,0.08,8,0.65,208456,129.7,1,1,22,0,0,28.0,1.4761904761904763,1.0
mirror,0.08,8,0.8,208456,129.7,1,1,22,0,0,28.0,1.4761904761904763,1.0
baseline,0.08,8,-1.0,208457,96.9,1,0,80,0,0,6.0,2.3875,0.7302357154709896
mirror,0.08,8,0.35,208457,68.6,0,0,79,0,1,-1.0,2.3164556962025316,0.7427170730184594
mirror,0.08,8,0.5,208457,23.7,0,0,44,0,1,-2.0,1.8863636363636365,0.9192156811542063
mirror,0.08,8,0.65,208457,23.5,0,0,42,0,1,0.0,1.7619047619047619,0.9454222824304794
mirror,0.08,8,0.8,208457,23.5,0,0,42,0,1,0.0,1.7619047619047619,0.9454222824304794
baseline,0.08,8,-1.0,208458,129.3,1,1,18,0,0,32.0,0.6470588235294118,0.9943382352941176
mirror,0.08,8,0.35,208458,129.3,1,1,18,0,0,32.0,0.6470588235294118,0.9943382352941176
mirror,0.08,8,0.5,208458,129.3,1,1,18,0,0,32.0,0.6470588235294118,0.9943382352941176
mirror,0.08,8,0.65,208458,129.3,1,1,18,0,0,32.0,0.6470588235294118,0.9943382352941176
mirror,0.08,8,0.8,208458,129.3,1,1,18,0,0,32.0,0.6470588235294118,0.9943382352941176
baseline,0.08,8,-1.0,208459,37.5,0,0,50,0,0,0.0,2.0,0.8338371313123235
mirror,0.08,8,0.35,208459,37.5,0,0,50,0,0,0.0,2.0,0.8338371313123235
mirror,0.08,8,0.5,208459,37.5,0,0,50,0,0,0.0,2.0,0.8338371313123235
mirror,0.08,8,0.65,208459,12.2,0,0,54,1,3,-2.0,1.2962962962962963,0.9627752872655654
mirror,0.08,8,0.8,208459,12.2,0,0,54,1,3,-2.0,1.2962962962962963,0.9627752872655654
baseline,0.08,8,-1.0,208460,3.0,0,0,48,2,0,0.0,5.833333333333333,0.6072115218799258
mirror,0.08,8,0.35,208460,-24.4,0,0,38,2,2,-6.0,4.131578947368421,0.7676985367889692
mirror,0.08,8,0.5,208460,137.8,1,1,28,0,1,32.0,3.4814814814814814,0.9049973462908986
mirror,0.08,8,0.65,208460,137.5,1,1,25,0,1,35.0,3.1666666666666665,0.9479264188498125
mirror,0.08,8,0.8,208460,137.4,1,1,24,0,1,36.0,3.0434782608695654,0.9603837263350603
baseline,0.08,8,-1.0,208461,-75.5,0,0,20,4,0,-10.0,3.95,0.7120345015808105
mirror,0.08,8,0.35,208461,-33.5,0,0,22,2,1,0.0,3.0,0.9420430366033116
mirror,0.08,8,0.5,208461,-33.5,0,0,22,2,1,0.0,3.0,0.9420430366033116
mirror,0.08,8,0.65,208461,-46.8,0,0,21,2,2,-7.0,2.761904761904762,0.9221866421297917
mirror,0.08,8,0.8,208461,-46.8,0,0,21,2,2,-7.0,2.761904761904762,0.9221866421297917
baseline,0.08,8,-1.0,208462,31.5,0,0,58,1,0,0.0,3.0689655172413794,0.5423168599818852
mirror,0.08,8,0.35,208462,17.5,0,0,50,1,1,0.0,1.74,0.790298649418973
mirror,0.08,8,0.5,208462,-30.3,0,0,47,3,2,-7.0,1.0425531914893618,0.897065927534496
mirror,0.08,8,0.65,208462,109.8,1,1,23,1,1,27.0,1.0909090909090908,0.9272384869764313
mirror,0.08,8,0.8,208462,109.5,1,1,20,1,1,30.0,0.8421052631578947,0.9759070559297394
baseline,0.08,8,-1.0,208463,31.5,0,0,58,1,0,0.0,2.1551724137931036,0.6176472738951112
mirror,0.08,8,0.35,208463,154.8,1,1,59,1,1,27.0,1.2241379310344827,0.8608637961204796
mirror,0.08,8,0.5,208463,110.0,1,1,25,1,1,25.0,2.2916666666666665,0.8538852777857038
mirror,0.08,8,0.65,208463,109.3,1,1,18,1,1,32.0,2.1176470588235294,0.9521156822755756
mirror,0.08,8,0.8,208463,109.3,1,1,18,1,1,32.0,1.8823529411764706,0.9735342241398445
baseline,0.08,8,-1.0,208464,31.5,0,0,58,1,0,0.0,2.086206896551724,0.7324784027298556
mirror,0.08,8,0.35,208464,31.5,0,0,58,1,0,0.0,2.086206896551724,0.7324784027298556
mirror,0.08,8,0.5,208464,-2.5,0,0,50,2,2,0.0,1.36,0.8715146050564342
mirror,0.08,8,0.65,208464,4.0,0,0,47,1,2,-5.0,1.4893617021276595,0.8924279558522514
mirror,0.08,8,0.8,208464,109.5,1,1,20,1,1,30.0,0.8421052631578947,0.9745930109267112
baseline,0.08,8,-1.0,208465,-19.5,0,0,30,2,0,0.0,1.7,0.7234427840195872
mirror,0.08,8,0.35,208465,-61.2,0,0,20,3,1,-8.0,0.9,0.9297258580077162
mirror,0.08,8,0.5,208465,-61.2,0,0,20,3,1,-8.0,0.9,0.9297258580077162
mirror,0.08,8,0.65,208465,-33.5,0,0,22,2,1,0.0,0.6818181818181818,0.9469045960773633
mirror,0.08,8,0.8,208465,-31.0,0,0,40,3,2,0.0,0.4,0.9744481519903527
baseline,0.08,8,-1.0,208466,-19.5,0,0,30,2,0,0.0,2.9,0.6755929085650528
mirror,0.08,8,0.35,208466,-61.2,0,0,20,3,1,-8.0,2.0,0.8852269080379408
mirror,0.08,8,0.5,208466,-61.2,0,0,20,3,1,-8.0,2.0,0.8852269080379408
mirror,0.08,8,0.65,208466,-24.5,0,0,37,2,2,-5.0,1.5945945945945945,0.9454155412263209
mirror,0.08,8,0.8,208466,-31.0,0,0,40,3,2,0.0,1.075,0.9537383100502522
baseline,0.08,8,-1.0,208467,129.5,1,1,20,0,0,30.0,1.368421052631579,0.9949342105263157
mirror,0.08,8,0.35,208467,129.5,1,1,20,0,0,30.0,1.368421052631579,0.9949342105263157
mirror,0.08,8,0.5,208467,129.5,1,1,20,0,0,30.0,1.368421052631579,0.9949342105263157
mirror,0.08,8,0.65,208467,129.5,1,1,20,0,0,30.0,1.368421052631579,0.9949342105263157
mirror,0.08,8,0.8,208467,129.5,1,1,20,0,0,30.0,1.368421052631579,0.9949342105263157
baseline,0.08,8,-1.0,208468,31.5,0,0,58,1,0,0.0,2.2241379310344827,0.7109613512797057
mirror,0.08,8,0.35,208468,31.5,0,0,58,1,0,0.0,2.2241379310344827,0.7109613512797057
mirror,0.08,8,0.5,208468,4.300000000000001,0,0,50,1,2,-8.0,2.12,0.8260853781397851
mirror,0.08,8,0.65,208468,109.9,1,1,24,1,1,26.0,1.3043478260869565,0.9612315218238617
mirror,0.08,8,0.8,208468,109.9,1,1,24,1,1,26.0,1.3043478260869565,0.9612315218238617
baseline,0.08,8,-1.0,208469,-19.5,0,0,30,2,0,0.0,1.1333333333333333,0.7546282855806704
mirror,0.08,8,0.35,208469,-33.2,0,0,25,2,1,-3.0,0.64,0.8776717791096427
mirror,0.08,8,0.5,208469,-38.9,0,0,36,3,1,-6.0,0.5,0.9315818465667838
mirror,0.08,8,0.65,208469,-38.9,0,0,36,3,1,-6.0,0.5,0.9315818465667838
mirror,0.08,8,0.8,208469,-52.1,0,0,36,3,2,-14.0,0.4444444444444444,0.9396538230839216
baseline,0.08,8,-1.0,208470,-19.5,0,0,30,2,0,0.0,2.933333333333333,0.7111725963498744
mirror,0.08,8,0.35,208470,-45.5,0,0,38,4,1,0.0,0.9473684210526315,0.9501909000890673
mirror,0.08,8,0.5,208470,-45.5,0,0,38,4,1,0.0,0.8421052631578947,0.951226418621212
mirror,0.08,8,0.65,208470,-45.5,0,0,38,4,1,0.0,0.7368421052631579,0.9591662860322041
mirror,0.08,8,0.8,208470,-45.5,0,0,38,4,1,0.0,0.7368421052631579,0.9591662860322041
baseline,0.08,8,-1.0,208471,60.0,0,0,68,0,0,0.0,4.1911764705882355,0.5144206373242486
mirror,0.08,8,0.35,208471,-11.0,0,0,40,2,1,0.0,2.825,0.7692600380914343
mirror,0.08,8,0.5,208471,-25.0,0,0,32,2,2,0.0,2.125,0.8662942375474858
mirror,0.08,8,0.65,208471,137.4,1,1,24,0,1,36.0,2.130434782608696,0.94445696900396
mirror,0.08,8,0.8,208471,137.4,1,1,24,0,1,36.0,2.130434782608696,0.94445696900396
baseline,0.08,8,-1.0,208472,-19.5,0,0,30,2,0,0.0,3.2,0.6254790022770593
mirror,0.08,8,0.35,208472,-33.5,0,0,22,2,1,0.0,2.227272727272727,0.9017653922675612
mirror,0.08,8,0.5,208472,-33.5,0,0,22,2,1,0.0,1.8636363636363635,0.9426124223031324
mirror,0.08,8,0.65,208472,-53.5,0,0,22,3,2,0.0,1.2727272727272727,0.9559853351869414
mirror,0.08,8,0.8,208472,-53.5,0,0,22,3,2,0.0,1.2727272727272727,0.9559853351869414
baseline,0.08,8,-1.0,208473,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.35,208473,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.5,208473,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.65,208473,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.8,208473,129.3,1,1,18,0,0,32.0,0.0,1.0
baseline,0.08,8,-1.0,208474,-19.5,0,0,30,2,0,0.0,1.6,0.7234427840195872
mirror,0.08,8,0.35,208474,-61.2,0,0,20,3,1,-8.0,0.75,0.9297199477228224
mirror,0.08,8,0.5,208474,-61.2,0,0,20,3,1,-8.0,0.75,0.9297199477228224
mirror,0.08,8,0.65,208474,-33.5,0,0,22,2,1,0.0,0.5454545454545454,0.9500541964842841
mirror,0.08,8,0.8,208474,-17.0,0,0,48,3,1,0.0,0.6875,0.967917428368399
baseline,0.08,8,-1.0,208475,129.6,1,1,21,0,0,29.0,1.3,0.9951874999999999
mirror,0.08,8,0.35,208475,129.6,1,1,21,0,0,29.0,1.3,0.9951874999999999
mirror,0.08,8,0.5,208475,129.6,1,1,21,0,0,29.0,1.3,0.9951874999999999
mirror,0.08,8,0.65,208475,129.6,1,1,21,0,0,29.0,1.3,0.9951874999999999
mirror,0.08,8,0.8,208475,129.6,1,1,21,0,0,29.0,1.3,0.9951874999999999
baseline,0.08,8,-1.0,208476,-19.5,0,0,30,2,0,0.0,1.0333333333333334,0.7091770117678184
mirror,0.08,8,0.35,208476,3.5999999999999996,0,0,43,1,2,-1.0,1.3255813953488371,0.876776401650456
mirror,0.08,8,0.5,208476,-24.3,0,0,39,2,2,-7.0,1.1538461538461537,0.9120004417071724
mirror,0.08,8,0.65,208476,-22.4,0,0,51,3,3,-1.0,0.803921568627451,0.9256795655732509
mirror,0.08,8,0.8,208476,-22.4,0,0,51,3,3,-1.0,0.803921568627451,0.9256795655732509
baseline,0.08,8,-1.0,208477,-19.5,0,0,30,2,0,0.0,1.2666666666666666,0.7852914800907906
mirror,0.08,8,0.35,208477,-5.0,0,0,32,1,1,0.0,0.90625,0.8820186854619874
mirror,0.08,8,0.5,208477,-24.4,0,0,38,2,2,-6.0,0.868421052631579,0.8931093011287384
mirror,0.08,8,0.65,208477,-24.2,0,0,40,2,2,-8.0,1.05,0.9446896839582706
mirror,0.08,8,0.8,208477,-24.2,0,0,40,2,2,-8.0,1.05,0.9446896839582706
baseline,0.08,8,-1.0,208478,130.2,1,1,27,0,0,23.0,0.5384615384615384,0.9755844576322115
mirror,0.08,8,0.35,208478,130.2,1,1,27,0,0,23.0,0.5384615384615384,0.9755844576322115
mirror,0.08,8,0.5,208478,130.2,1,1,27,0,0,23.0,0.5384615384615384,0.9755844576322115
mirror,0.08,8,0.65,208478,130.2,1,1,27,0,0,23.0,0.5384615384615384,0.9755844576322115
mirror,0.08,8,0.8,208478,130.2,1,1,27,0,0,23.0,0.5384615384615384,0.9755844576322115
baseline,0.08,8,-1.0,208479,3.0,0,0,48,2,0,0.0,2.25,0.7551234569726691
mirror,0.08,8,0.35,208479,17.5,0,0,50,1,1,0.0,2.08,0.7967266400869408
mirror,0.08,8,0.5,208479,4.199999999999999,0,0,49,1,2,-7.0,1.816326530612245,0.887401329470376
mirror,0.08,8,0.65,208479,-24.3,0,0,39,2,2,-7.0,1.6666666666666667,0.9448977042690186
mirror,0.08,8,0.8,208479,-24.3,0,0,39,2,2,-7.0,1.6666666666666667,0.9448977042690186
baseline,0.08,8,-1.0,208480,9.0,0,0,40,1,0,0.0,2.2,0.6883547622463968
mirror,0.08,8,0.35,208480,9.0,0,0,40,1,0,0.0,2.2,0.6883547622463968
mirror,0.08,8,0.5,208480,-24.2,0,0,40,2,2,-8.0,1.5,0.8323595143328923
mirror,0.08,8,0.65,208480,-53.5,0,0,22,3,2,0.0,0.9545454545454546,0.9484506908311541
mirror,0.08,8,0.8,208480,-53.5,0,0,22,3,2,0.0,0.9545454545454546,0.9484506908311541
baseline,0.08,8,-1.0,208481,-19.5,0,0,30,2,0,0.0,2.6333333333333333,0.6381520909739253
mirror,0.08,8,0.35,208481,-2.5,0,0,50,2,2,0.0,1.98,0.8112612684954199
mirror,0.08,8,0.5,208481,-46.7,0,0,22,2,2,-8.0,2.0,0.8772485894407193
mirror,0.08,8,0.65,208481,3.5,0,0,42,1,2,0.0,1.880952380952381,0.9369609741619817
mirror,0.08,8,0.8,208481,3.5,0,0,42,1,2,0.0,1.880952380952381,0.9369609741619817
baseline,0.08,8,-1.0,208482,129.6,1,1,21,0,0,29.0,2.3,0.9951874999999999
mirror,0.08,8,0.35,208482,129.6,1,1,21,0,0,29.0,2.3,0.9951874999999999
mirror,0.08,8,0.5,208482,129.6,1,1,21,0,0,29.0,2.3,0.9951874999999999
mirror,0.08,8,0.65,208482,129.6,1,1,21,0,0,29.0,2.3,0.9951874999999999
mirror,0.08,8,0.8,208482,129.6,1,1,21,0,0,29.0,2.3,0.9951874999999999
baseline,0.08,8,-1.0,208483,130.2,1,1,27,0,0,23.0,1.2307692307692308,0.9257730764258316
mirror,0.08,8,0.35,208483,130.2,1,1,27,0,0,23.0,1.2307692307692308,0.9257730764258316
mirror,0.08,8,0.5,208483,130.2,1,1,27,0,0,23.0,1.2307692307692308,0.9257730764258316
mirror,0.08,8,0.65,208483,116.7,1,1,24,0,1,18.0,1.2608695652173914,0.9663976782226562
mirror,0.08,8,0.8,208483,116.7,1,1,24,0,1,18.0,1.2608695652173914,0.9663976782226562
baseline,0.08,8,-1.0,208484,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.35,208484,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.5,208484,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.65,208484,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.8,208484,129.3,1,1,18,0,0,32.0,0.0,1.0
baseline,0.08,8,-1.0,208485,-19.5,0,0,30,2,0,0.0,5.066666666666666,0.6982076280879831
mirror,0.08,8,0.35,208485,-39.5,0,0,30,3,1,0.0,2.8,0.8099746233143303
mirror,0.08,8,0.5,208485,-53.5,0,0,22,3,2,0.0,2.9545454545454546,0.9255101283590556
mirror,0.08,8,0.65,208485,101.3,1,1,63,2,3,-3.0,1.2096774193548387,0.9476413852234489
mirror,0.08,8,0.8,208485,113.9,1,1,57,2,2,11.0,1.1785714285714286,0.9688297709266422
baseline,0.08,8,-1.0,208486,-54.0,0,0,28,4,0,0.0,2.4642857142857144,0.6053420472063337
mirror,0.08,8,0.35,208486,-45.5,0,0,38,4,1,0.0,1.3421052631578947,0.8774758341646487
mirror,0.08,8,0.5,208486,109.3,1,1,18,1,1,32.0,1.7647058823529411,0.9632641942111873
mirror,0.08,8,0.65,208486,109.3,1,1,18,1,1,32.0,1.7647058823529411,0.9632641942111873
mirror,0.08,8,0.8,208486,109.3,1,1,18,1,1,32.0,1.7647058823529411,0.9632641942111873
baseline,0.08,8,-1.0,208487,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.35,208487,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.5,208487,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.65,208487,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.8,208487,129.3,1,1,18,0,0,32.0,0.0,1.0
baseline,0.08,8,-1.0,208488,37.5,0,0,50,0,0,0.0,4.4,0.7839712494600092
mirror,0.08,8,0.35,208488,37.5,0,0,50,0,0,0.0,4.4,0.7839712494600092
mirror,0.08,8,0.5,208488,23.6,0,0,43,0,1,-1.0,4.558139534883721,0.8532579228883578
mirror,0.08,8,0.65,208488,160.9,1,1,52,0,1,26.0,2.549019607843137,0.9635808663334238
mirror,0.08,8,0.8,208488,160.9,1,1,52,0,1,26.0,2.549019607843137,0.9635808663334238
baseline,0.08,8,-1.0,208489,37.5,0,0,50,0,0,0.0,2.3,0.8534352896840431
mirror,0.08,8,0.35,208489,37.5,0,0,50,0,0,0.0,2.3,0.8534352896840431
mirror,0.08,8,0.5,208489,24.1,0,0,48,0,1,-6.0,2.1458333333333335,0.8783816167624133
mirror,0.08,8,0.65,208489,169.6,1,1,64,0,2,24.0,1.0,0.9735408316898997
mirror,0.08,8,0.8,208489,169.6,1,1,64,0,2,24.0,1.0,0.9735408316898997
baseline,0.08,8,-1.0,208490,129.5,1,1,20,0,0,30.0,0.2631578947368421,0.9949342105263157
mirror,0.08,8,0.35,208490,129.5,1,1,20,0,0,30.0,0.2631578947368421,0.9949342105263157
mirror,0.08,8,0.5,208490,129.5,1,1,20,0,0,30.0,0.2631578947368421,0.9949342105263157
mirror,0.08,8,0.65,208490,129.5,1,1,20,0,0,30.0,0.2631578947368421,0.9949342105263157
mirror,0.08,8,0.8,208490,129.5,1,1,20,0,0,30.0,0.2631578947368421,0.9949342105263157
baseline,0.08,8,-1.0,208491,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.35,208491,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.5,208491,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.65,208491,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.8,208491,129.3,1,1,18,0,0,32.0,0.0,1.0
baseline,0.08,8,-1.0,208492,-19.5,0,0,30,2,0,0.0,1.6,0.8790363020833335
mirror,0.08,8,0.35,208492,-19.5,0,0,30,2,0,0.0,1.6,0.8790363020833335
mirror,0.08,8,0.5,208492,-33.5,0,0,22,2,1,0.0,0.45454545454545453,0.9635960985437884
mirror,0.08,8,0.65,208492,-33.5,0,0,22,2,1,0.0,0.45454545454545453,0.9635960985437884
mirror,0.08,8,0.8,208492,-33.5,0,0,22,2,1,0.0,0.45454545454545453,0.9635960985437884
baseline,0.08,8,-1.0,208493,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.35,208493,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.08,8,0.5,208493,129.3,1,1,18,0,0,32.0,0.0,1.0
