agent,perturb_rate,repair_cost,threshold,seed,viability,survived,success,steps,hazard_hits,repairs,final_energy,mean_self_error,mean_reliability
mirror,0.16,8,0.8,408451,109.5,1,1,20,1,1,30.0,0.8421052631578947,0.9764112019394444
baseline,0.16,8,-1.0,408452,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,8,0.35,408452,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,8,0.5,408452,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,8,0.65,408452,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,8,0.8,408452,129.3,1,1,18,0,0,32.0,0.0,1.0
baseline,0.16,8,-1.0,408453,-25.0,0,0,43,3,0,-5.0,5.930232558139535,0.46012341537904466
mirror,0.16,8,0.35,408453,-25.0,0,0,32,2,2,0.0,3.15625,0.7911121907263228
mirror,0.16,8,0.5,408453,10.0,0,0,39,0,2,-5.0,2.948717948717949,0.8482178007175198
mirror,0.16,8,0.65,408453,9.9,0,0,38,0,2,-4.0,2.763157894736842,0.9318556698436389
mirror,0.16,8,0.8,408453,18.2,0,0,46,0,3,-2.0,2.782608695652174,0.9474927430434199
baseline,0.16,8,-1.0,408454,60.0,0,0,68,0,0,0.0,2.7941176470588234,0.5601321629663649
mirror,0.16,8,0.35,408454,32.8,0,0,60,0,2,-8.0,2.4,0.7120141354621412
mirror,0.16,8,0.5,408454,137.5,1,1,25,0,1,35.0,1.8333333333333333,0.8676071010938733
mirror,0.16,8,0.65,408454,137.0,1,1,20,0,1,40.0,1.5789473684210527,0.9699925607433869
mirror,0.16,8,0.8,408454,137.0,1,1,20,0,1,40.0,1.4736842105263157,0.9855214132898756
baseline,0.16,8,-1.0,408455,-19.5,0,0,30,2,0,0.0,3.2333333333333334,0.8536002238382977
mirror,0.16,8,0.35,408455,-19.5,0,0,30,2,0,0.0,3.2333333333333334,0.8536002238382977
mirror,0.16,8,0.5,408455,-33.4,0,0,23,2,1,-1.0,2.782608695652174,0.9472983717058083
mirror,0.16,8,0.65,408455,-33.4,0,0,23,2,1,-1.0,2.782608695652174,0.9472983717058083
mirror,0.16,8,0.8,408455,-33.4,0,0,23,2,1,-1.0,2.782608695652174,0.9472983717058083
baseline,0.16,8,-1.0,408456,95.1,1,1,19,2,0,29.0,2.0,0.8612823133680556
mirror,0.16,8,0.35,408456,95.1,1,1,19,2,0,29.0,2.0,0.8612823133680556
mirror,0.16,8,0.5,408456,109.3,1,1,18,1,1,32.0,1.9411764705882353,0.9604773676940033
mirror,0.16,8,0.65,408456,109.3,1,1,18,1,1,32.0,1.9411764705882353,0.9604773676940033
mirror,0.16,8,0.8,408456,109.3,1,1,18,1,1,32.0,1.9411764705882353,0.9604773676940033
baseline,0.16,8,-1.0,408457,129.9,1,1,24,0,0,26.0,1.9565217391304348,0.9938043478260868
mirror,0.16,8,0.35,408457,129.9,1,1,24,0,0,26.0,1.9565217391304348,0.9938043478260868
mirror,0.16,8,0.5,408457,129.9,1,1,24,0,0,26.0,1.9565217391304348,0.9938043478260868
mirror,0.16,8,0.65,408457,129.9,1,1,24,0,0,26.0,1.9565217391304348,0.9938043478260868
mirror,0.16,8,0.8,408457,129.9,1,1,24,0,0,26.0,1.9565217391304348,0.9938043478260868
baseline,0.16,8,-1.0,408458,3.0,0,0,48,2,0,0.0,3.75,0.8069433008190909
mirror,0.16,8,0.35,408458,17.5,0,0,50,1,1,0.0,3.48,0.844856585818454
mirror,0.16,8,0.5,408458,-1.8000000000000007,0,0,57,2,2,-7.0,2.8421052631578947,0.8991580526732514
mirror,0.16,8,0.65,408458,161.0,1,1,53,0,1,25.0,2.923076923076923,0.9194989383333765
mirror,0.16,8,0.8,408458,-18.3,0,0,31,1,2,-7.0,1.5161290322580645,0.9517295807834254
baseline,0.16,8,-1.0,408459,130.2,1,1,27,0,0,23.0,1.8846153846153846,0.9163077156150311
mirror,0.16,8,0.35,408459,130.2,1,1,27,0,0,23.0,1.8846153846153846,0.9163077156150311
mirror,0.16,8,0.5,408459,130.2,1,1,27,0,0,23.0,1.8846153846153846,0.9163077156150311
mirror,0.16,8,0.65,408459,116.8,1,1,25,0,1,17.0,1.9583333333333333,0.9431560048459371
mirror,0.16,8,0.8,408459,116.6,1,1,23,0,1,19.0,2.0454545454545454,0.965680779474432
baseline,0.16,8,-1.0,408460,32.2,0,0,65,1,0,-7.0,4.907692307692308,0.7874136755936483
mirror,0.16,8,0.35,408460,32.2,0,0,65,1,0,-7.0,4.907692307692308,0.7874136755936483
mirror,0.16,8,0.5,408460,32.2,0,0,65,1,0,-7.0,4.907692307692308,0.7874136755936483
mirror,0.16,8,0.65,408460,23.5,0,0,42,0,1,0.0,3.380952380952381,0.9358837190953786
mirror,0.16,8,0.8,408460,23.5,0,0,42,0,1,0.0,3.142857142857143,0.9505721040582136
baseline,0.16,8,-1.0,408461,129.4,1,1,19,0,0,31.0,0.7222222222222222,0.9628398763020835
mirror,0.16,8,0.35,408461,129.4,1,1,19,0,0,31.0,0.7222222222222222,0.9628398763020835
mirror,0.16,8,0.5,408461,129.4,1,1,19,0,0,31.0,0.7222222222222222,0.9628398763020835
mirror,0.16,8,0.65,408461,129.4,1,1,19,0,0,31.0,0.7222222222222222,0.9628398763020835
mirror,0.16,8,0.8,408461,129.4,1,1,19,0,0,31.0,0.7222222222222222,0.9628398763020835
baseline,0.16,8,-1.0,408462,9.3,0,0,43,1,0,-3.0,2.3255813953488373,0.9157553039941123
mirror,0.16,8,0.35,408462,9.3,0,0,43,1,0,-3.0,2.3255813953488373,0.9157553039941123
mirror,0.16,8,0.5,408462,23.5,0,0,42,0,1,0.0,2.0714285714285716,0.9430493985859187
mirror,0.16,8,0.65,408462,23.5,0,0,42,0,1,0.0,2.0238095238095237,0.9539390195236027
mirror,0.16,8,0.8,408462,23.5,0,0,42,0,1,0.0,2.0238095238095237,0.9539390195236027
baseline,0.16,8,-1.0,408463,-19.5,0,0,30,2,0,0.0,2.0,0.7240310841613968
mirror,0.16,8,0.35,408463,-33.5,0,0,22,2,1,0.0,1.3181818181818181,0.9215971293063777
mirror,0.16,8,0.5,408463,-52.1,0,0,36,3,2,-14.0,1.4166666666666667,0.9496853927722189
mirror,0.16,8,0.65,408463,-52.1,0,0,36,3,2,-14.0,1.4166666666666667,0.9496853927722189
mirror,0.16,8,0.8,408463,-52.1,0,0,36,3,2,-14.0,1.4166666666666667,0.9496853927722189
baseline,0.16,8,-1.0,408464,130.3,1,1,28,0,0,22.0,2.037037037037037,0.9947222222222223
mirror,0.16,8,0.35,408464,130.3,1,1,28,0,0,22.0,2.037037037037037,0.9947222222222223
mirror,0.16,8,0.5,408464,130.3,1,1,28,0,0,22.0,2.037037037037037,0.9947222222222223
mirror,0.16,8,0.65,408464,130.3,1,1,28,0,0,22.0,2.037037037037037,0.9947222222222223
mirror,0.16,8,0.8,408464,130.3,1,1,28,0,0,22.0,2.037037037037037,0.9947222222222223
baseline,0.16,8,-1.0,408465,-19.5,0,0,30,2,0,0.0,2.933333333333333,0.6320733593466489
mirror,0.16,8,0.35,408465,17.9,0,0,54,1,1,-4.0,1.9074074074074074,0.7729584346369378
mirror,0.16,8,0.5,408465,10.0,0,0,39,0,2,-5.0,2.3076923076923075,0.8246813726454792
mirror,0.16,8,0.65,408465,-18.2,0,0,32,1,2,-8.0,1.40625,0.9522972395583145
mirror,0.16,8,0.8,408465,-18.3,0,0,31,1,2,-7.0,1.3870967741935485,0.9606131244795061
baseline,0.16,8,-1.0,408466,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,8,0.35,408466,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,8,0.5,408466,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,8,0.65,408466,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,8,0.8,408466,129.3,1,1,18,0,0,32.0,0.0,1.0
baseline,0.16,8,-1.0,408467,54.0,0,0,76,1,0,0.0,4.223684210526316,0.5777446537474961
mirror,0.16,8,0.35,408467,20.200000000000003,0,0,70,2,2,-2.0,3.3142857142857145,0.7638358774176633
mirror,0.16,8,0.5,408467,3.5,0,0,42,1,2,0.0,3.3095238095238093,0.822879500652141
mirror,0.16,8,0.65,408467,-24.2,0,0,40,2,2,-8.0,2.4,0.9201063079815709
mirror,0.16,8,0.8,408467,-10.4,0,0,35,1,3,-1.0,2.2857142857142856,0.9494561025810149
baseline,0.16,8,-1.0,408468,9.0,0,0,40,1,0,0.0,4.2,0.41886275110037835
mirror,0.16,8,0.35,408468,23.5,0,0,42,0,1,0.0,6.380952380952381,0.7625469063996171
mirror,0.16,8,0.5,408468,-18.0,0,0,34,1,2,-10.0,5.323529411764706,0.901509615296722
mirror,0.16,8,0.65,408468,-18.4,0,0,30,1,2,-6.0,4.733333333333333,0.9390669348350467
mirror,0.16,8,0.8,408468,-46.8,0,0,21,2,2,-7.0,3.7142857142857144,0.948333122144936
baseline,0.16,8,-1.0,408469,37.5,0,0,50,0,0,0.0,5.1,0.42673800796156447
mirror,0.16,8,0.35,408469,46.0,0,0,60,0,1,0.0,4.5,0.7366788055665209
mirror,0.16,8,0.5,408469,-16.0,0,0,47,2,3,-5.0,3.7872340425531914,0.8839425792176374
mirror,0.16,8,0.65,408469,155.0,1,1,50,0,3,30.0,0.6938775510204082,0.9627199013654666
mirror,0.16,8,0.8,408469,26.5,0,0,54,0,4,0.0,3.2037037037037037,0.9467812412217335
baseline,0.16,8,-1.0,408470,-19.5,0,0,30,2,0,0.0,2.6333333333333333,0.7672563954411696
mirror,0.16,8,0.35,408470,-19.5,0,0,30,2,0,0.0,2.6333333333333333,0.7672563954411696
mirror,0.16,8,0.5,408470,-33.5,0,0,22,2,1,0.0,1.9090909090909092,0.9455926270827874
mirror,0.16,8,0.65,408470,-33.5,0,0,22,2,1,0.0,1.7727272727272727,0.9437572763784778
mirror,0.16,8,0.8,408470,-33.5,0,0,22,2,1,0.0,1.6363636363636365,0.9478039431779899
baseline,0.16,8,-1.0,408471,-19.5,0,0,30,2,0,0.0,2.7,0.8101568205947175
mirror,0.16,8,0.35,408471,-32.7,0,0,30,2,1,-8.0,2.533333333333333,0.8487804899160919
mirror,0.16,8,0.5,408471,-32.7,0,0,30,2,1,-8.0,2.433333333333333,0.858406692674046
mirror,0.16,8,0.65,408471,-5.0,0,0,32,1,1,0.0,2.0625,0.9173382982903078
mirror,0.16,8,0.8,408471,18.0,0,0,44,0,3,0.0,2.25,0.9615125919037752
baseline,0.16,8,-1.0,408472,-19.5,0,0,30,2,0,0.0,1.6666666666666667,0.8010702611910657
mirror,0.16,8,0.35,408472,-19.5,0,0,30,2,0,0.0,1.6666666666666667,0.8010702611910657
mirror,0.16,8,0.5,408472,-45.5,0,0,38,4,1,0.0,0.3684210526315789,0.9619154041635548
mirror,0.16,8,0.65,408472,-45.5,0,0,38,4,1,0.0,0.3684210526315789,0.9619154041635548
mirror,0.16,8,0.8,408472,-45.5,0,0,38,4,1,0.0,0.2894736842105263,0.9583715118663709
baseline,0.16,8,-1.0,408473,-19.3,0,0,32,2,0,-2.0,4.59375,0.7680615142781517
mirror,0.16,8,0.35,408473,-17.0,0,0,48,3,1,0.0,2.9375,0.8479864190756164
mirror,0.16,8,0.5,408473,-11.0,0,0,40,2,1,0.0,2.775,0.8743036627613119
mirror,0.16,8,0.65,408473,113.6,1,1,54,2,2,14.0,1.5660377358490567,0.9394255098437698
mirror,0.16,8,0.8,408473,113.6,1,1,54,2,2,14.0,1.5849056603773586,0.9505470198713519
baseline,0.16,8,-1.0,408474,152.2,1,1,40,0,0,28.0,1.8461538461538463,0.7677127910698378
mirror,0.16,8,0.35,408474,54.5,0,0,70,0,2,0.0,2.6,0.8047391033890017
mirror,0.16,8,0.5,408474,138.1,1,1,31,0,1,29.0,1.8,0.888299474157914
mirror,0.16,8,0.65,408474,137.4,1,1,24,0,1,36.0,1.608695652173913,0.9687895922718575
mirror,0.16,8,0.8,408474,137.2,1,1,22,0,1,38.0,1.5714285714285714,0.981845238095238
baseline,0.16,8,-1.0,408475,37.5,0,0,50,0,0,0.0,1.96,0.89891108738573
mirror,0.16,8,0.35,408475,37.5,0,0,50,0,0,0.0,1.96,0.89891108738573
mirror,0.16,8,0.5,408475,37.5,0,0,50,0,0,0.0,1.96,0.89891108738573
mirror,0.16,8,0.65,408475,3.9000000000000004,0,0,46,1,2,-4.0,0.9565217391304348,0.9660566520196114
mirror,0.16,8,0.8,408475,26.0,0,0,60,1,2,0.0,0.9333333333333333,0.9632002798884767
baseline,0.16,8,-1.0,408476,9.0,0,0,40,1,0,0.0,3.2,0.9324454271240235
mirror,0.16,8,0.35,408476,9.0,0,0,40,1,0,0.0,3.2,0.9324454271240235
mirror,0.16,8,0.5,408476,9.0,0,0,40,1,0,0.0,3.2,0.9324454271240235
mirror,0.16,8,0.65,408476,-31.9,0,0,38,2,1,-16.0,2.8947368421052633,0.956031894922157
mirror,0.16,8,0.8,408476,-32.0,0,0,37,2,1,-15.0,2.810810810810811,0.9632761542188196
baseline,0.16,8,-1.0,408477,31.5,0,0,58,1,0,0.0,2.3275862068965516,0.7856412125574542
mirror,0.16,8,0.35,408477,31.5,0,0,58,1,0,0.0,2.3275862068965516,0.7856412125574542
mirror,0.16,8,0.5,408477,17.6,0,0,51,1,1,-1.0,2.3333333333333335,0.8466403212768076
mirror,0.16,8,0.65,408477,114.3,1,1,61,2,2,7.0,1.3666666666666667,0.966080821185527
mirror,0.16,8,0.8,408477,98.9,1,1,50,3,1,16.0,1.489795918367347,0.9732008824843643
baseline,0.16,8,-1.0,408478,-19.5,0,0,30,2,0,0.0,3.2666666666666666,0.6968965641149087
mirror,0.16,8,0.35,408478,-45.5,0,0,38,4,1,0.0,1.2105263157894737,0.9489889327736263
mirror,0.16,8,0.5,408478,-45.5,0,0,38,4,1,0.0,1.2105263157894737,0.9489889327736263
mirror,0.16,8,0.65,408478,-2.3000000000000007,0,0,52,2,2,-2.0,1.1923076923076923,0.975491789185607
mirror,0.16,8,0.8,408478,-2.3000000000000007,0,0,52,2,2,-2.0,1.1923076923076923,0.975491789185607
baseline,0.16,8,-1.0,408479,-48.0,0,0,20,3,0,0.0,4.15,0.6761104785156251
mirror,0.16,8,0.35,408479,-61.7,0,0,15,3,1,-3.0,3.533333333333333,0.902630395489941
mirror,0.16,8,0.5,408479,-39.5,0,0,30,3,1,0.0,2.0,0.9386923572280891
mirror,0.16,8,0.65,408479,-39.5,0,0,30,3,1,0.0,2.0,0.9386923572280891
mirror,0.16,8,0.8,408479,-39.5,0,0,30,3,1,0.0,2.0,0.9386923572280891
baseline,0.16,8,-1.0,408480,-2.6000000000000014,0,0,60,3,0,-4.0,2.783333333333333,0.5118284916686483
mirror,0.16,8,0.35,408480,109.5,1,1,20,1,1,30.0,2.6315789473684212,0.8095993593508733
mirror,0.16,8,0.5,408480,76.9,1,0,80,1,1,6.0,2.5625,0.8027824710115166
mirror,0.16,8,0.65,408480,116.0,1,1,67,1,4,-5.0,2.515151515151515,0.8935841028233632
mirror,0.16,8,0.8,408480,124.6,1,1,28,0,2,24.0,2.111111111111111,0.9328591493897519
baseline,0.16,8,-1.0,408481,37.5,0,0,50,0,0,0.0,7.92,0.6562081720391072
mirror,0.16,8,0.35,408481,37.5,0,0,50,0,0,0.0,7.92,0.6562081720391072
mirror,0.16,8,0.5,408481,-2.5,0,0,50,2,2,0.0,3.96,0.8607287908217209
mirror,0.16,8,0.65,408481,-47.5,0,0,14,2,2,0.0,2.142857142857143,0.9433754534973625
mirror,0.16,8,0.8,408481,-47.5,0,0,14,2,2,0.0,2.142857142857143,0.9433754534973625
baseline,0.16,8,-1.0,408482,19.5,0,0,74,3,0,0.0,3.027027027027027,0.5600676656912567
mirror,0.16,8,0.35,408482,-67.5,0,0,25,4,1,-5.0,2.2,0.9030632085817264
mirror,0.16,8,0.5,408482,-67.5,0,0,25,4,1,-5.0,2.2,0.9030632085817264
mirror,0.16,8,0.65,408482,-67.7,0,0,23,4,1,-3.0,1.7826086956521738,0.9263598853316878
mirror,0.16,8,0.8,408482,-53.4,0,0,23,3,2,-1.0,1.565217391304348,0.9457090203948786
baseline,0.16,8,-1.0,408483,37.5,0,0,50,0,0,0.0,7.96,0.74481355210371
mirror,0.16,8,0.35,408483,37.5,0,0,50,0,0,0.0,7.96,0.74481355210371
mirror,0.16,8,0.5,408483,-4.5,0,0,37,1,1,-5.0,3.891891891891892,0.8753389077047753
mirror,0.16,8,0.65,408483,-25.0,0,0,32,2,2,0.0,3.03125,0.9344259965188779
mirror,0.16,8,0.8,408483,-25.0,0,0,32,2,2,0.0,2.34375,0.948172490256527
baseline,0.16,8,-1.0,408484,-19.5,0,0,30,2,0,0.0,5.066666666666666,0.6356447873628733
mirror,0.16,8,0.35,408484,-67.9,0,0,21,4,1,-1.0,2.7142857142857144,0.881890494403244
mirror,0.16,8,0.5,408484,-53.5,0,0,22,3,2,0.0,2.3636363636363638,0.9156597122047249
mirror,0.16,8,0.65,408484,-44.4,0,0,38,3,3,-6.0,1.8421052631578947,0.9615550125209729
mirror,0.16,8,0.8,408484,-44.4,0,0,38,3,3,-6.0,1.8421052631578947,0.9615550125209729
baseline,0.16,8,-1.0,408485,54.0,0,0,76,1,0,0.0,4.7368421052631575,0.5920766089672201
mirror,0.16,8,0.35,408485,-47.0,0,0,19,2,2,-5.0,2.736842105263158,0.7961882836136059
mirror,0.16,8,0.5,408485,-47.0,0,0,19,2,2,-5.0,2.1052631578947367,0.8567842131565023
mirror,0.16,8,0.65,408485,9.5,0,0,34,0,2,0.0,4.323529411764706,0.8686759001433445
mirror,0.16,8,0.8,408485,-24.9,0,0,33,2,2,-1.0,2.909090909090909,0.9450909849426189
baseline,0.16,8,-1.0,408486,-18.5,0,0,40,2,0,-10.0,3.075,0.8938953273597778
mirror,0.16,8,0.35,408486,-18.5,0,0,40,2,0,-10.0,3.075,0.8938953273597778
mirror,0.16,8,0.5,408486,-10.9,0,0,41,2,1,-1.0,2.8048780487804876,0.9099805432704089
mirror,0.16,8,0.65,408486,116.8,1,1,25,0,1,17.0,1.7083333333333333,0.9677977749633788
mirror,0.16,8,0.8,408486,116.7,1,1,24,0,1,18.0,1.6521739130434783,0.9785951341711956
baseline,0.16,8,-1.0,408487,-19.5,0,0,30,2,0,0.0,1.8666666666666667,0.7135068762184155
mirror,0.16,8,0.35,408487,-61.2,0,0,20,3,1,-8.0,0.6,0.9313336962866494
mirror,0.16,8,0.5,408487,-61.2,0,0,20,3,1,-8.0,0.6,0.9313336962866494
mirror,0.16,8,0.65,408487,-33.5,0,0,22,2,1,0.0,0.36363636363636365,0.9432167891561142
mirror,0.16,8,0.8,408487,-44.4,0,0,38,3,3,-6.0,0.13157894736842105,0.9695675054634872
baseline,0.16,8,-1.0,408488,25.5,0,0,66,2,0,0.0,5.257575757575758,0.4543928046134253
mirror,0.16,8,0.35,408488,110.1,1,1,26,1,1,24.0,4.36,0.7460958716894589
mirror,0.16,8,0.5,408488,-53.5,0,0,22,3,2,0.0,3.772727272727273,0.8123332024922996
mirror,0.16,8,0.65,408488,-95.1,0,0,13,4,3,-9.0,2.769230769230769,0.9076122204610779
mirror,0.16,8,0.8,408488,-95.1,0,0,13,4,3,-9.0,2.769230769230769,0.9076122204610779
baseline,0.16,8,-1.0,408489,3.0,0,0,48,2,0,0.0,3.5625,0.5943201939123178
mirror,0.16,8,0.35,408489,-24.6,0,0,36,2,2,-4.0,3.0555555555555554,0.7457787530560505
mirror,0.16,8,0.5,408489,137.6,1,1,26,0,1,34.0,2.84,0.8729318162676928
mirror,0.16,8,0.65,408489,137.3,1,1,23,0,1,37.0,2.6818181818181817,0.9138061317035611
mirror,0.16,8,0.8,408489,137.1,1,1,21,0,1,39.0,2.55,0.9348571220232721
baseline,0.16,8,-1.0,408490,9.0,0,0,40,1,0,0.0,3.15,0.6658350482846966
mirror,0.16,8,0.35,408490,-32.9,0,0,28,2,1,-6.0,2.357142857142857,0.8817914950174375
mirror,0.16,8,0.5,408490,-2.5,0,0,50,2,2,0.0,1.6,0.9041377718444364
mirror,0.16,8,0.65,408490,-30.7,0,0,43,3,2,-3.0,1.1395348837209303,0.9488572443512251
mirror,0.16,8,0.8,408490,-2.5,0,0,50,2,2,0.0,1.6,0.952776949811686
baseline,0.16,8,-1.0,408491,129.5,1,1,20,0,0,30.0,1.3157894736842106,0.9949342105263157
mirror,0.16,8,0.35,408491,129.5,1,1,20,0,0,30.0,1.3157894736842106,0.9949342105263157
mirror,0.16,8,0.5,408491,129.5,1,1,20,0,0,30.0,1.3157894736842106,0.9949342105263157
mirror,0.16,8,0.65,408491,129.5,1,1,20,0,0,30.0,1.3157894736842106,0.9949342105263157
mirror,0.16,8,0.8,408491,129.5,1,1,20,0,0,30.0,1.3157894736842106,0.9949342105263157
baseline,0.16,8,-1.0,408492,-19.5,0,0,30,2,0,0.0,1.7,0.7916092055995362
mirror,0.16,8,0.35,408492,-32.8,0,0,29,2,1,-7.0,1.5517241379310345,0.8420743011789903
mirror,0.16,8,0.5,408492,-10.7,0,0,43,2,1,-3.0,1.813953488372093,0.9238301325031242
mirror,0.16,8,0.65,408492,-24.2,0,0,40,2,2,-8.0,0.975,0.9646893100696758
mirror,0.16,8,0.8,408492,-24.2,0,0,40,2,2,-8.0,0.825,0.9546435229771182
baseline,0.16,8,-1.0,408493,-3.0,0,0,56,3,0,0.0,3.3035714285714284,0.6080008821481638
mirror,0.16,8,0.35,408493,-39.5,0,0,30,3,1,0.0,3.3333333333333335,0.8353122812386963
mirror,0.16,8,0.5,408493,-39.5,0,0,30,3,1,0.0,2.6666666666666665,0.9414262991725517
mirror,0.16,8,0.65,408493,-39.5,0,0,30,3,1,0.0,2.6666666666666665,0.9414262991725517
mirror,0.16,8,0.8,408493,-10.0,0,0,39,1,3,-5.0,2.2564102564102564,0.9521707297438309
baseline,0.16,10,-1.0,409404,-47.9,0,0,21,3,0,-1.0,3.142857142857143,0.729543635968508
mirror,0.16,10,0.35,409404,-20.5,0,0,46,3,1,0.0,1.5,0.9020782104581585
mirror,0.16,10,0.5,409404,-25.6,0,0,24,1,2,-4.0,2.5,0.8911416727297125
mirror,0.16,10,0.65,409404,-26.0,0,0,20,1,2,0.0,2.0,0.948775939698115
mirror,0.16,10,0.8,409404,-26.0,0,0,20,1,2,0.0,2.0,0.948775939698115
baseline,0.16,10,-1.0,409405,3.3000000000000007,0,0,51,2,0,-3.0,5.8431372549019605,0.694476498540151
mirror,0.16,10,0.35,409405,3.3000000000000007,0,0,51,2,0,-3.0,5.8431372549019605,0.694476498540151
mirror,0.16,10,0.5,409405,-53.8,0,0,17,2,2,-7.0,3.1176470588235294,0.8725181373555568
mirror,0.16,10,0.65,409405,-31.9,0,0,29,2,2,-1.0,3.0689655172413794,0.9181226745764921
mirror,0.16,10,0.8,409405,-31.9,0,0,29,2,2,-1.0,3.0689655172413794,0.9181226745764921
baseline,0.16,10,-1.0,409406,129.8,1,1,23,0,0,27.0,1.7727272727272727,1.0
mirror,0.16,10,0.35,409406,129.8,1,1,23,0,0,27.0,1.7727272727272727,1.0
mirror,0.16,10,0.5,409406,129.8,1,1,23,0,0,27.0,1.7727272727272727,1.0
mirror,0.16,10,0.65,409406,129.8,1,1,23,0,0,27.0,1.7727272727272727,1.0
mirror,0.16,10,0.8,409406,129.8,1,1,23,0,0,27.0,1.7727272727272727,1.0
baseline,0.16,10,-1.0,409407,-54.0,0,0,28,4,0,0.0,4.142857142857143,0.5581202656941188
mirror,0.16,10,0.35,409407,-37.0,0,0,20,2,1,0.0,3.3,0.9202700756801819
mirror,0.16,10,0.5,409407,-37.0,0,0,20,2,1,0.0,3.3,0.9202700756801819
mirror,0.16,10,0.65,409407,-32.0,0,0,28,2,2,0.0,3.0357142857142856,0.971676564853803
mirror,0.16,10,0.8,409407,-32.0,0,0,28,2,2,0.0,3.0357142857142856,0.971676564853803
baseline,0.16,10,-1.0,409408,-19.1,0,0,34,2,0,-4.0,6.823529411764706,0.5728573291720512
mirror,0.16,10,0.35,409408,-35.6,0,0,34,2,1,-14.0,6.647058823529412,0.5925006883844535
mirror,0.16,10,0.5,409408,-31.7,0,0,31,2,2,-3.0,3.5806451612903225,0.7808902871178872
mirror,0.16,10,0.65,409408,-32.0,0,0,28,2,2,0.0,1.7142857142857142,0.9656144095828071
mirror,0.16,10,0.8,409408,-32.0,0,0,28,2,2,0.0,1.7142857142857142,0.9656144095828071
baseline,0.16,10,-1.0,409409,130.3,1,1,28,0,0,22.0,1.8888888888888888,0.9382443865740742
mirror,0.16,10,0.35,409409,130.3,1,1,28,0,0,22.0,1.8888888888888888,0.9382443865740742
mirror,0.16,10,0.5,409409,130.3,1,1,28,0,0,22.0,1.8888888888888888,0.9382443865740742
mirror,0.16,10,0.65,409409,3.3,0,0,38,0,2,-8.0,1.394736842105263,0.9662193856654471
mirror,0.16,10,0.8,409409,3.3,0,0,38,0,2,-8.0,1.394736842105263,0.9662193856654471
baseline,0.16,10,-1.0,409410,31.5,0,0,58,1,0,0.0,4.517241379310345,0.5880939376644991
mirror,0.16,10,0.35,409410,14.0,0,0,48,1,1,0.0,3.9375,0.6461891877566474
mirror,0.16,10,0.5,409410,106.0,1,1,18,1,1,30.0,2.4705882352941178,0.9558481457215654
mirror,0.16,10,0.65,409410,106.0,1,1,18,1,1,30.0,2.1176470588235294,0.9805781715550123
mirror,0.16,10,0.8,409410,106.0,1,1,18,1,1,30.0,2.1176470588235294,0.9805781715550123
baseline,0.16,10,-1.0,409411,-53.6,0,0,32,4,0,-4.0,4.5,0.6168857596287839
mirror,0.16,10,0.35,409411,-37.0,0,0,20,2,1,0.0,2.3,0.9325589703269216
mirror,0.16,10,0.5,409411,-37.0,0,0,20,2,1,0.0,2.3,0.9325589703269216
mirror,0.16,10,0.65,409411,-25.9,0,0,21,1,2,-1.0,2.0,0.9423777123949719
mirror,0.16,10,0.8,409411,-25.9,0,0,21,1,2,-1.0,2.0,0.9423777123949719
baseline,0.16,10,-1.0,409412,-54.0,0,0,28,4,0,0.0,1.9642857142857142,0.655579830082166
mirror,0.16,10,0.35,409412,-59.8,0,0,25,3,2,-7.0,1.2,0.8312980590541766
mirror,0.16,10,0.5,409412,106.7,1,1,25,1,1,23.0,0.9166666666666666,0.9275853501151087
mirror,0.16,10,0.65,409412,90.2,1,1,25,1,2,13.0,0.9166666666666666,0.9275853501151087
mirror,0.16,10,0.8,409412,90.2,1,1,25,1,2,13.0,0.9166666666666666,0.9275853501151087
baseline,0.16,10,-1.0,409413,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,10,0.35,409413,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,10,0.5,409413,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,10,0.65,409413,129.3,1,1,18,0,0,32.0,0.0,1.0
mirror,0.16,10,0.8,409413,129.3,1,1,18,0,0,32.0,0.0,1.0
baseline,0.16,10,-1.0,409414,3.0,0,0,48,2,0,0.0,6.541666666666667,0.4724493144723481
mirror,0.16,10,0.35,409414,19.5,0,0,61,1,2,-5.0,4.344262295081967,0.6606702650707967
mirror,0.16,10,0.5,409414,-48.7,0,0,26,2,3,-8.0,2.1538461538461537,0.8417093575978757
mirror,0.16,10,0.65,409414,-49.1,0,0,22,2,3,-4.0,1.8636363636363635,0.8904077715510321
mirror,0.16,10,0.8,409414,-48.8,0,0,25,2,3,-7.0,1.76,0.8893772328688518
baseline,0.16,10,-1.0,409415,130.0,1,1,25,0,0,25.0,3.75,0.9959895833333334
mirror,0.16,10,0.35,409415,130.0,1,1,25,0,0,25.0,3.75,0.9959895833333334
