agent,perturb_rate,repair_cost,threshold,viability_mean,viability_sem,survival_rate,success_rate,mean_steps,mean_hazard_hits,mean_repairs,mean_self_error,mean_reliability,n
baseline,0.3,2,-1.0,17.721111111111114,5.699592489198894,0.12222222222222222,0.1111111111111111,41.077777777777776,1.3777777777777778,0.0,5.088535712062792,0.7664105194736092,90
baseline,0.3,4,-1.0,21.14888888888889,5.338454527312739,0.1111111111111111,0.1111111111111111,42.65555555555556,1.2444444444444445,0.0,5.22012568051501,0.7742082946914975,90
baseline,0.3,6,-1.0,5.687777777777778,4.692405697550718,0.06666666666666667,0.05555555555555555,40.05555555555556,1.5444444444444445,0.0,5.069032038354715,0.7693676839524735,90
baseline,0.3,8,-1.0,20.894444444444446,5.926440123472639,0.14444444444444443,0.13333333333333333,42.43333333333333,1.4444444444444444,0.0,5.190195525973326,0.7528696711988906,90
baseline,0.3,10,-1.0,24.738888888888887,6.684516495987553,0.17777777777777778,0.16666666666666666,40.144444444444446,1.3111111111111111,0.0,5.117818578593214,0.760418619165775,90
baseline,0.3,12,-1.0,22.628888888888888,5.6010484225563815,0.14444444444444443,0.14444444444444443,41.03333333333333,1.3333333333333333,0.0,4.743823361180874,0.7617858634479431,90
baseline,0.3,15,-1.0,14.85,5.3771171540974345,0.1111111111111111,0.1111111111111111,40.05555555555556,1.4222222222222223,0.0,5.318347324675847,0.7466482748888817,90
mirror,0.0,0,0.35,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,0,0.5,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,0,0.65,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,0,0.8,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,2,0.35,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,2,0.5,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,2,0.65,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,2,0.8,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,4,0.35,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,4,0.5,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,4,0.65,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,4,0.8,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,6,0.35,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,6,0.5,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,6,0.65,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,6,0.8,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,8,0.35,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,8,0.5,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
mirror,0.0,8,0.65,129.3,6.025390348477004e-15,1.0,1.0,18.0,0.0,0.0,0.0,1.0,90
