agent,condition,seed,final_viability,mean_viability,success_rate,mean_identity_continuity,mean_self_error,final_contamination,mean_contamination,false_identity_adoption,goal_drift_rate,policy_drift_rate,audit_count,repair_count,rejected_claims,final_memory_reliability
stateless_language,control,77093,197.45880685500134,147.14476690129425,0.8166666666666667,0.9944444444444446,0.06666666666666667,0.04854368932038835,0.038676609541655714,0.0,0.016666666666666666,0.0,0,0,0,0.85
stateless_language,control,77094,149.72965920808468,116.84614669101953,0.7666666666666667,0.9666666666666667,0.16666666666666666,0.09836065573770492,0.1605861732659604,0.03333333333333333,0.05,0.016666666666666666,0,0,0,0.85
stateless_language,control,77095,220.0,166.3216042613752,0.9,0.9777777777777779,0.06666666666666667,0.044642857142857144,0.015550295633642275,0.0,0.03333333333333333,0.03333333333333333,0,0,0,0.85
stateless_language,control,77096,194.81606308356817,144.91401633557857,0.85,0.9722222222222222,0.13333333333333333,0.09166666666666666,0.07403280763693174,0.016666666666666666,0.016666666666666666,0.05,0,0,0,0.85
stateless_language,control,77097,200.43074309986636,141.788092779498,0.8666666666666667,0.9833333333333333,0.15,0.10714285714285714,0.09974380750111274,0.016666666666666666,0.016666666666666666,0.016666666666666666,0,0,0,0.85
stateless_language,control,77098,187.5931295582669,143.23673826216347,0.8,0.9888888888888889,0.06666666666666667,0.07017543859649122,0.05005725368110866,0.0,0.016666666666666666,0.016666666666666666,0,0,0,0.85
stateless_language,control,77099,209.25509663724782,154.49882401129025,0.85,0.9833333333333333,0.08333333333333333,0.04201680672268908,0.030374194689600977,0.05,0.0,0.0,0,0,0,0.85
naive_memory,control,78000,192.97492716880953,153.13303758611875,0.8333333333333334,0.9722222222222222,0.16666666666666666,0.06611570247933884,0.04020894025992045,0.06666666666666667,0.016666666666666666,0.0,0,0,0,0.85
naive_memory,control,78001,187.26715636219953,149.9452145443412,0.85,0.9888888888888889,0.35,0.08333333333333333,0.04694036364833652,0.03333333333333333,0.0,0.0,0,0,0,0.85
naive_memory,control,78002,122.40196521920517,105.61042614556186,0.7666666666666667,0.9388888888888889,0.5666666666666667,0.11504424778761062,0.06831695650662327,0.05,0.13333333333333333,0.0,0,0,0,0.85
naive_memory,control,78003,205.94214826493766,158.4386642410406,0.8666666666666667,0.9777777777777777,0.15,0.05128205128205128,0.037148764458853394,0.0,0.03333333333333333,0.03333333333333333,0,0,0,0.85
naive_memory,control,78004,167.23937222056045,120.41337106758134,0.8333333333333334,0.9833333333333333,0.4166666666666667,0.08771929824561403,0.09800523149532903,0.05,0.0,0.0,0,0,0,0.85
naive_memory,control,78005,206.84608079689562,144.148706848461,0.9,0.9611111111111111,0.25,0.07758620689655173,0.05961599335920274,0.08333333333333333,0.0,0.03333333333333333,0,0,0,0.85
naive_memory,control,78006,140.65530980480932,124.21484033503621,0.75,0.9611111111111111,0.3,0.09090909090909091,0.10370575162658935,0.1,0.016666666666666666,0.0,0,0,0,0.85
naive_memory,control,78007,179.6264820128214,152.83830180875466,0.8333333333333334,0.9722222222222221,0.26666666666666666,0.07017543859649122,0.0564459832264877,0.0,0.05,0.03333333333333333,0,0,0,0.85
naive_memory,control,78008,129.20277634002073,126.52677720244557,0.7666666666666667,0.9444444444444445,0.5166666666666667,0.11818181818181818,0.09664353049982703,0.16666666666666666,0.0,0.0,0,0,0,0.85
naive_memory,control,78009,120.41010394677474,105.11347549166456,0.7166666666666667,0.938888888888889,0.3,0.10236220472440945,0.11408246711021085,0.08333333333333333,0.06666666666666667,0.03333333333333333,0,0,0,0.85
naive_memory,control,78010,193.09089476609591,157.86085239696743,0.8333333333333334,0.9722222222222222,0.15,0.05357142857142857,0.03257587694920124,0.016666666666666666,0.06666666666666667,0.0,0,0,0,0.85
naive_memory,control,78011,217.40915092645528,171.57904833825145,0.9166666666666666,0.9777777777777777,0.26666666666666666,0.07758620689655173,0.040757075612872944,0.016666666666666666,0.05,0.0,0,0,0,0.85
naive_memory,control,78012,196.45538264288933,147.54795441843558,0.8333333333333334,0.9722222222222222,0.11666666666666667,0.03,0.022871811309255922,0.0,0.08333333333333333,0.0,0,0,0,0.85
naive_memory,control,78013,94.37651806985534,82.36375389131459,0.6666666666666666,0.8944444444444444,0.4,0.05970149253731343,0.0851956827512046,0.2833333333333333,0.03333333333333333,0.0,0,0,0,0.85
naive_memory,control,78014,172.22126501695763,140.7589511094288,0.8,0.9666666666666667,0.2,0.06201550387596899,0.06815612485868631,0.06666666666666667,0.016666666666666666,0.016666666666666666,0,0,0,0.85
naive_memory,control,78015,170.91573671027834,128.56715575803938,0.7833333333333333,0.9777777777777777,0.16666666666666666,0.05504587155963303,0.04320219408101349,0.016666666666666666,0.0,0.05,0,0,0,0.85
naive_memory,control,78016,118.77043417122643,105.12657002617946,0.7,0.9277777777777777,0.26666666666666666,0.06722689075630252,0.04357971523977988,0.0,0.16666666666666666,0.05,0,0,0,0.85
naive_memory,control,78017,67.95488130977944,60.37078722608158,0.65,0.9111111111111111,0.4666666666666667,0.12605042016806722,0.1978759890851711,0.16666666666666666,0.08333333333333333,0.016666666666666666,0,0,0,0.85
naive_memory,control,78018,103.81482222136971,88.22208923393737,0.7333333333333333,0.8944444444444444,0.45,0.1111111111111111,0.106543148155252,0.03333333333333333,0.2833333333333333,0.0,0,0,0,0.85
naive_memory,control,78019,167.84648049888756,133.88421843007143,0.8,0.9777777777777779,0.31666666666666665,0.07317073170731707,0.06294599584260359,0.06666666666666667,0.0,0.0,0,0,0,0.85
naive_memory,control,78020,125.78721111535963,117.73207443843802,0.6666666666666666,0.9666666666666667,0.11666666666666667,0.04807692307692308,0.07343990737200284,0.06666666666666667,0.0,0.03333333333333333,0,0,0,0.85
naive_memory,control,78021,115.55869397154264,128.78198409693084,0.7333333333333333,0.9222222222222222,0.5,0.08247422680412371,0.06201088357047865,0.13333333333333333,0.1,0.0,0,0,0,0.85
naive_memory,control,78022,155.28477607926698,144.27247630813034,0.7833333333333333,0.9833333333333333,0.3333333333333333,0.09259259259259259,0.0734601993394421,0.0,0.03333333333333333,0.016666666666666666,0,0,0,0.85
naive_memory,control,78023,174.93782484505905,126.73210308350896,0.85,0.9666666666666667,0.3333333333333333,0.0784313725490196,0.10301812629117416,0.05,0.016666666666666666,0.03333333333333333,0,0,0,0.85
naive_memory,control,78024,152.86483110809326,143.241076028104,0.75,0.9388888888888889,0.21666666666666667,0.06557377049180328,0.025293074099222622,0.13333333333333333,0.03333333333333333,0.016666666666666666,0,0,0,0.85
