condition,episode,agent,viability,success,goal_ok,role_ok,battery_ok,tool_ok,self_error,repair_cost,repairs,contradictions,gated,mean_reliability
false_self_state,130,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,130,MemoryOnly,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,130,PersistentSelf,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,130,MirrorNeuroSymbolic,84.10000000000001,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,13,12,0.6756679073673727
false_self_state,131,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,131,MemoryOnly,121.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,22,0,0.0
false_self_state,131,PersistentSelf,121.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,22,0,0.0
false_self_state,131,MirrorNeuroSymbolic,110.85000000000001,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,8,7,0.7167268958748189
false_self_state,132,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,132,MemoryOnly,57.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,30,0,0.0
false_self_state,132,PersistentSelf,57.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,30,0,0.0
false_self_state,132,MirrorNeuroSymbolic,106.2,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,12,12,0.695562125364771
false_self_state,133,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,133,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,133,PersistentSelf,95.4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,26,0,0.0
false_self_state,133,MirrorNeuroSymbolic,110.85000000000001,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,8,7,0.6994455766428349
false_self_state,134,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,134,MemoryOnly,121.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,23,0,0.0
false_self_state,134,PersistentSelf,121.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,23,0,0.0
false_self_state,134,MirrorNeuroSymbolic,111.05,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,7,5,0.6710705848956172
false_self_state,135,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,135,MemoryOnly,57.4,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,26,0,0.0
false_self_state,135,PersistentSelf,57.4,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,26,0,0.0
false_self_state,135,MirrorNeuroSymbolic,46.800000000000004,0.0,1.0,0.0,0.0,1.0,2.0,12.0,3,8,8,0.710180373819967
false_self_state,136,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,136,MemoryOnly,121.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,29,0,0.0
false_self_state,136,PersistentSelf,121.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,29,0,0.0
false_self_state,136,MirrorNeuroSymbolic,106.9,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,8,6,0.7914478300464237
false_self_state,137,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,137,MemoryOnly,95.9,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,21,0,0.0
false_self_state,137,PersistentSelf,95.9,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,21,0,0.0
false_self_state,137,MirrorNeuroSymbolic,110.5,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,10,10,0.7007235324877943
false_self_state,138,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,138,MemoryOnly,63.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,24,0,0.0
false_self_state,138,PersistentSelf,63.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,24,0,0.0
false_self_state,138,MirrorNeuroSymbolic,110.45,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,11,9,0.6229130787923036
false_self_state,139,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,139,MemoryOnly,82.4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,36,0,0.0
false_self_state,139,PersistentSelf,82.4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,36,0,0.0
false_self_state,139,MirrorNeuroSymbolic,109.94999999999999,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,14,13,0.6790603135748698
false_self_state,140,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,140,MemoryOnly,94.6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,34,0,0.0
false_self_state,140,PersistentSelf,94.6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,34,0,0.0
false_self_state,140,MirrorNeuroSymbolic,83.89999999999999,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,14,14,0.6485514345922392
false_self_state,141,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,141,MemoryOnly,122.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,13,0,0.0
false_self_state,141,PersistentSelf,122.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,13,0,0.0
false_self_state,141,MirrorNeuroSymbolic,115.3,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,5,4,0.7100509889180968
false_self_state,142,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,142,MemoryOnly,121.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,21,0,0.0
false_self_state,142,PersistentSelf,121.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,21,0,0.0
false_self_state,142,MirrorNeuroSymbolic,117.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1,20,20,0.519485145572594
false_self_state,143,NeuralOnly,-54.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0
false_self_state,143,MemoryOnly,121.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,28,0,0.0
false_self_state,143,PersistentSelf,121.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,28,0,0.0
false_self_state,143,MirrorNeuroSymbolic,106.55,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,10,9,0.7541085013611111
false_self_state,144,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,144,MemoryOnly,95.4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,26,0,0.0
false_self_state,144,PersistentSelf,95.4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,26,0,0.0
false_self_state,144,MirrorNeuroSymbolic,84.25,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,12,11,0.7286466860115312
false_self_state,145,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,145,MemoryOnly,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,145,PersistentSelf,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,145,MirrorNeuroSymbolic,107.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,7,6,0.8147268898689013
false_self_state,146,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,146,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,146,PersistentSelf,57.4,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,26,0,0.0
false_self_state,146,MirrorNeuroSymbolic,110.5,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,10,10,0.689912815982274
false_self_state,147,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,147,MemoryOnly,120.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,34,0,0.0
false_self_state,147,PersistentSelf,120.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,34,0,0.0
false_self_state,147,MirrorNeuroSymbolic,106.5,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,10,10,0.7740332754945355
false_self_state,148,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,148,MemoryOnly,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,148,PersistentSelf,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,148,MirrorNeuroSymbolic,110.9,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,8,6,0.7083346017492521
false_self_state,149,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,149,MemoryOnly,96.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,20,0,0.0
false_self_state,149,PersistentSelf,96.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,20,0,0.0
false_self_state,149,MirrorNeuroSymbolic,111.10000000000001,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,6,6,0.7335557928904624
false_self_state,150,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,150,MemoryOnly,84.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,15,0,0.0
false_self_state,150,PersistentSelf,58.5,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,15,0,0.0
false_self_state,150,MirrorNeuroSymbolic,114.64999999999999,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,9,9,0.6573735373841512
false_self_state,151,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,151,MemoryOnly,121.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,21,0,0.0
false_self_state,151,PersistentSelf,121.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,21,0,0.0
false_self_state,151,MirrorNeuroSymbolic,110.4,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,11,10,0.6602896979537076
false_self_state,152,NeuralOnly,-8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,152,MemoryOnly,83.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,21,0,0.0
false_self_state,152,PersistentSelf,83.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,21,0,0.0
false_self_state,152,MirrorNeuroSymbolic,110.85000000000001,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,8,7,0.7101486763113687
false_self_state,153,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,153,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,153,PersistentSelf,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,153,MirrorNeuroSymbolic,114.55,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,10,9,0.6373619661315225
false_self_state,154,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,154,MemoryOnly,94.8,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,32,0,0.0
false_self_state,154,PersistentSelf,94.8,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,32,0,0.0
false_self_state,154,MirrorNeuroSymbolic,105.65,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,16,15,0.6166648544691233
false_self_state,155,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,155,MemoryOnly,94.9,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,31,0,0.0
false_self_state,155,PersistentSelf,94.9,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,31,0,0.0
false_self_state,155,MirrorNeuroSymbolic,84.85000000000001,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,8,7,0.7611890745553054
false_self_state,156,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,156,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,156,PersistentSelf,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,156,MirrorNeuroSymbolic,110.69999999999999,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,9,8,0.72236612478591
false_self_state,157,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,157,MemoryOnly,96.3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,17,0,0.0
false_self_state,157,PersistentSelf,58.3,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,17,0,0.0
false_self_state,157,MirrorNeuroSymbolic,111.15,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,6,5,0.7301100930908412
false_self_state,158,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,158,MemoryOnly,95.3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,27,0,0.0
false_self_state,158,PersistentSelf,95.3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,27,0,0.0
false_self_state,158,MirrorNeuroSymbolic,106.64999999999999,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,9,9,0.7847463983126441
false_self_state,159,NeuralOnly,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,159,MemoryOnly,122.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,19,0,0.0
false_self_state,159,PersistentSelf,96.1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,19,0,0.0
false_self_state,159,MirrorNeuroSymbolic,114.4,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,11,10,0.6437523864328073
false_self_state,160,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,160,MemoryOnly,121.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,29,0,0.0
false_self_state,160,PersistentSelf,121.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,29,0,0.0
false_self_state,160,MirrorNeuroSymbolic,110.5,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,11,8,0.6666993701320052
false_self_state,161,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,161,MemoryOnly,94.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,38,0,0.0
false_self_state,161,PersistentSelf,94.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,38,0,0.0
false_self_state,161,MirrorNeuroSymbolic,106.4,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,11,10,0.7982285448578975
false_self_state,162,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,162,MemoryOnly,121.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,23,0,0.0
false_self_state,162,PersistentSelf,121.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,23,0,0.0
false_self_state,162,MirrorNeuroSymbolic,110.3,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,12,10,0.6401886127898847
false_self_state,163,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,163,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,163,PersistentSelf,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,163,MirrorNeuroSymbolic,84.55,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,10,9,0.6727339231594829
false_self_state,164,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,164,MemoryOnly,83.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,21,0,0.0
false_self_state,164,PersistentSelf,83.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,21,0,0.0
false_self_state,164,MirrorNeuroSymbolic,110.64999999999999,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,9,9,0.6976443882070129
false_self_state,165,NeuralOnly,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.0
false_self_state,165,MemoryOnly,83.6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,24,0,0.0
false_self_state,165,PersistentSelf,83.6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,24,0,0.0
false_self_state,165,MirrorNeuroSymbolic,110.4,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,11,10,0.6738527954129976
false_self_state,166,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,166,MemoryOnly,120.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,31,0,0.0
false_self_state,166,PersistentSelf,120.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,31,0,0.0
false_self_state,166,MirrorNeuroSymbolic,111.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,7,6,0.7907055678912837
false_self_state,167,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,167,MemoryOnly,121.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,23,0,0.0
false_self_state,167,PersistentSelf,121.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,23,0,0.0
false_self_state,167,MirrorNeuroSymbolic,106.45,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,11,9,0.731922561030684
false_self_state,168,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,168,MemoryOnly,121.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,24,0,0.0
false_self_state,168,PersistentSelf,121.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,24,0,0.0
false_self_state,168,MirrorNeuroSymbolic,114.75,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,9,7,0.6991988394185296
false_self_state,169,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,169,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,169,PersistentSelf,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,169,MirrorNeuroSymbolic,112.7,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,22,22,0.5394694241890617
false_self_state,170,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,170,MemoryOnly,121.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,24,0,0.0
false_self_state,170,PersistentSelf,121.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,24,0,0.0
false_self_state,170,MirrorNeuroSymbolic,114.69999999999999,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,9,8,0.6275810934997395
false_self_state,171,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,171,MemoryOnly,96.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,20,0,0.0
false_self_state,171,PersistentSelf,96.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,20,0,0.0
false_self_state,171,MirrorNeuroSymbolic,114.95,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,7,7,0.7116439678565808
false_self_state,172,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,172,MemoryOnly,121.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,23,0,0.0
false_self_state,172,PersistentSelf,121.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,23,0,0.0
false_self_state,172,MirrorNeuroSymbolic,110.55,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,10,9,0.6511410629372104
false_self_state,173,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,173,MemoryOnly,121.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,23,0,0.0
false_self_state,173,PersistentSelf,121.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,23,0,0.0
false_self_state,173,MirrorNeuroSymbolic,110.95,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,8,5,0.7229630348330919
false_self_state,174,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,174,MemoryOnly,95.4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,26,0,0.0
false_self_state,174,PersistentSelf,95.4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,26,0,0.0
false_self_state,174,MirrorNeuroSymbolic,110.05,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,13,13,0.6337933228357818
false_self_state,175,NeuralOnly,-8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,175,MemoryOnly,123.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,9,0,0.0
false_self_state,175,PersistentSelf,123.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,9,0,0.0
false_self_state,175,MirrorNeuroSymbolic,115.5,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,4,2,0.731329523621685
false_self_state,176,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,176,MemoryOnly,122.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,18,0,0.0
false_self_state,176,PersistentSelf,122.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,18,0,0.0
false_self_state,176,MirrorNeuroSymbolic,76.69999999999999,0.0,1.0,0.0,1.0,1.0,1.0,8.0,2,9,8,0.6474438207749833
false_self_state,177,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,177,MemoryOnly,120.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,32,0,0.0
false_self_state,177,PersistentSelf,120.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,32,0,0.0
false_self_state,177,MirrorNeuroSymbolic,110.4,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,11,10,0.7068707893814816
false_self_state,178,NeuralOnly,40.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0
false_self_state,178,MemoryOnly,96.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,15,0,0.0
false_self_state,178,PersistentSelf,96.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,15,0,0.0
false_self_state,178,MirrorNeuroSymbolic,84.8,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,8,8,0.6529235548317427
false_self_state,179,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,179,MemoryOnly,122.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,15,0,0.0
false_self_state,179,PersistentSelf,96.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,15,0,0.0
false_self_state,179,MirrorNeuroSymbolic,111.10000000000001,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,6,6,0.6960127845976092
false_self_state,180,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,180,MemoryOnly,97.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,5,0,0.0
false_self_state,180,PersistentSelf,97.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,5,0,0.0
false_self_state,180,MirrorNeuroSymbolic,93.60000000000001,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1,3,2,0.6466462161818811
false_self_state,181,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,181,MemoryOnly,95.8,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,22,0,0.0
false_self_state,181,PersistentSelf,95.8,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,22,0,0.0
false_self_state,181,MirrorNeuroSymbolic,105.75,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,15,15,0.7639100738532616
false_self_state,182,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,182,MemoryOnly,121.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,21,0,0.0
false_self_state,182,PersistentSelf,121.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,21,0,0.0
false_self_state,182,MirrorNeuroSymbolic,115.15,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,6,5,0.6129009136706441
false_self_state,183,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,183,MemoryOnly,95.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,28,0,0.0
false_self_state,183,PersistentSelf,95.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,28,0,0.0
false_self_state,183,MirrorNeuroSymbolic,84.85000000000001,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,8,7,0.7095727425318258
false_self_state,184,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,184,MemoryOnly,120.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,33,0,0.0
false_self_state,184,PersistentSelf,120.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,33,0,0.0
false_self_state,184,MirrorNeuroSymbolic,108.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,27,26,0.580587371716639
false_self_state,185,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,185,MemoryOnly,94.7,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,33,0,0.0
false_self_state,185,PersistentSelf,94.7,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,33,0,0.0
false_self_state,185,MirrorNeuroSymbolic,106.95,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,7,7,0.7604513595061209
false_self_state,186,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,186,MemoryOnly,122.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,19,0,0.0
false_self_state,186,PersistentSelf,122.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,19,0,0.0
false_self_state,186,MirrorNeuroSymbolic,106.8,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,8,8,0.7461974947142287
