condition,episode,agent,viability,success,goal_ok,role_ok,battery_ok,tool_ok,self_error,repair_cost,repairs,contradictions,gated,mean_reliability
false_self_state,1135,MirrorNeuroSymbolic,106.10000000000001,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,13,12,0.7202316267379454
false_self_state,1136,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1136,MemoryOnly,121.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,24,0,0.0
false_self_state,1136,PersistentSelf,121.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,24,0,0.0
false_self_state,1136,MirrorNeuroSymbolic,106.45,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,11,9,0.7599684760127909
false_self_state,1137,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1137,MemoryOnly,96.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,15,0,0.0
false_self_state,1137,PersistentSelf,96.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,15,0,0.0
false_self_state,1137,MirrorNeuroSymbolic,89.15,1.0,1.0,1.0,0.0,1.0,1.0,8.0,2,6,5,0.6472256599174502
false_self_state,1138,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1138,MemoryOnly,122.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,19,0,0.0
false_self_state,1138,PersistentSelf,122.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,19,0,0.0
false_self_state,1138,MirrorNeuroSymbolic,107.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,7,6,0.7694808731405026
false_self_state,1139,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1139,MemoryOnly,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
false_self_state,1139,PersistentSelf,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
false_self_state,1139,MirrorNeuroSymbolic,109.94999999999999,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,14,13,0.6664998340419785
false_self_state,1140,NeuralOnly,30.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1140,MemoryOnly,83.1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,29,0,0.0
false_self_state,1140,PersistentSelf,57.1,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,29,0,0.0
false_self_state,1140,MirrorNeuroSymbolic,110.69999999999999,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,9,8,0.7110054353890979
false_self_state,1141,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1141,MemoryOnly,121.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,25,0,0.0
false_self_state,1141,PersistentSelf,121.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,25,0,0.0
false_self_state,1141,MirrorNeuroSymbolic,114.95,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,7,7,0.6581034123448568
false_self_state,1142,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,1142,MemoryOnly,95.4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,26,0,0.0
false_self_state,1142,PersistentSelf,95.4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,26,0,0.0
false_self_state,1142,MirrorNeuroSymbolic,84.64999999999999,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,9,9,0.6775483649417687
false_self_state,1143,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1143,MemoryOnly,120.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,35,0,0.0
false_self_state,1143,PersistentSelf,120.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,35,0,0.0
false_self_state,1143,MirrorNeuroSymbolic,106.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,14,12,0.7131420086161085
false_self_state,1144,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1144,MemoryOnly,96.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,20,0,0.0
false_self_state,1144,PersistentSelf,96.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,20,0,0.0
false_self_state,1144,MirrorNeuroSymbolic,89.10000000000001,1.0,1.0,1.0,0.0,1.0,1.0,8.0,2,6,6,0.6620567588312591
false_self_state,1145,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1145,MemoryOnly,122.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,13,0,0.0
false_self_state,1145,PersistentSelf,96.7,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,13,0,0.0
false_self_state,1145,MirrorNeuroSymbolic,106.95,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,7,7,0.7562109404498037
false_self_state,1146,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,1146,MemoryOnly,96.1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,19,0,0.0
false_self_state,1146,PersistentSelf,58.1,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,19,0,0.0
false_self_state,1146,MirrorNeuroSymbolic,109.89999999999999,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,14,14,0.5888103057273117
false_self_state,1147,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1147,MemoryOnly,121.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,25,0,0.0
false_self_state,1147,PersistentSelf,121.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,25,0,0.0
false_self_state,1147,MirrorNeuroSymbolic,109.7,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,16,14,0.5944201444503535
false_self_state,1148,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1148,MemoryOnly,83.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,30,0,0.0
false_self_state,1148,PersistentSelf,57.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,30,0,0.0
false_self_state,1148,MirrorNeuroSymbolic,106.35000000000001,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,11,11,0.7209277239035565
false_self_state,1149,NeuralOnly,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0.0
false_self_state,1149,MemoryOnly,83.3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,27,0,0.0
false_self_state,1149,PersistentSelf,83.3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,27,0,0.0
false_self_state,1149,MirrorNeuroSymbolic,110.95,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,8,5,0.7215837769707225
false_self_state,1150,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1150,MemoryOnly,95.1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,29,0,0.0
false_self_state,1150,PersistentSelf,95.1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,29,0,0.0
false_self_state,1150,MirrorNeuroSymbolic,84.55,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,10,9,0.7277616304800905
false_self_state,1151,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1151,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,1151,PersistentSelf,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,1151,MirrorNeuroSymbolic,115.3,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,5,4,0.7332836656574871
false_self_state,1152,NeuralOnly,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.0
false_self_state,1152,MemoryOnly,83.4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,26,0,0.0
false_self_state,1152,PersistentSelf,83.4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,26,0,0.0
false_self_state,1152,MirrorNeuroSymbolic,110.64999999999999,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,9,9,0.6728652879609311
false_self_state,1153,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1153,MemoryOnly,122.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,17,0,0.0
false_self_state,1153,PersistentSelf,122.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,17,0,0.0
false_self_state,1153,MirrorNeuroSymbolic,115.39999999999999,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,4,4,0.7417553140014038
false_self_state,1154,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1154,MemoryOnly,83.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,25,0,0.0
false_self_state,1154,PersistentSelf,83.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,25,0,0.0
false_self_state,1154,MirrorNeuroSymbolic,83.35000000000001,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,18,17,0.6057482247100968
false_self_state,1155,NeuralOnly,-8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1155,MemoryOnly,84.4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,16,0,0.0
false_self_state,1155,PersistentSelf,84.4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,16,0,0.0
false_self_state,1155,MirrorNeuroSymbolic,110.45,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,11,9,0.6366975033047648
false_self_state,1156,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1156,MemoryOnly,95.7,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,23,0,0.0
false_self_state,1156,PersistentSelf,95.7,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,23,0,0.0
false_self_state,1156,MirrorNeuroSymbolic,73.10000000000001,0.0,1.0,0.0,1.0,1.0,1.0,12.0,3,6,6,0.7088853058929623
false_self_state,1157,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1157,MemoryOnly,121.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,24,0,0.0
false_self_state,1157,PersistentSelf,95.6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,24,0,0.0
false_self_state,1157,MirrorNeuroSymbolic,88.8,1.0,1.0,1.0,0.0,1.0,1.0,8.0,2,8,8,0.655864955498618
false_self_state,1158,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1158,MemoryOnly,122.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,14,0,0.0
false_self_state,1158,PersistentSelf,96.6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,14,0,0.0
false_self_state,1158,MirrorNeuroSymbolic,115.25,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,5,5,0.723746827247038
false_self_state,1159,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1159,MemoryOnly,84.2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,18,0,0.0
false_self_state,1159,PersistentSelf,84.2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,18,0,0.0
false_self_state,1159,MirrorNeuroSymbolic,115.35,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,5,3,0.7188669887818782
false_self_state,1160,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1160,MemoryOnly,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1160,PersistentSelf,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1160,MirrorNeuroSymbolic,110.55,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,10,9,0.7001317699987293
false_self_state,1161,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,1161,MemoryOnly,121.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,24,0,0.0
false_self_state,1161,PersistentSelf,95.6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,24,0,0.0
false_self_state,1161,MirrorNeuroSymbolic,111.10000000000001,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,6,6,0.7446513160549008
false_self_state,1162,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1162,MemoryOnly,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
false_self_state,1162,PersistentSelf,95.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,30,0,0.0
false_self_state,1162,MirrorNeuroSymbolic,106.35000000000001,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,11,11,0.7396081510888022
false_self_state,1163,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1163,MemoryOnly,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1163,PersistentSelf,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1163,MirrorNeuroSymbolic,111.10000000000001,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,6,6,0.746647640547536
false_self_state,1164,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1164,MemoryOnly,121.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,25,0,0.0
false_self_state,1164,PersistentSelf,121.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,25,0,0.0
false_self_state,1164,MirrorNeuroSymbolic,115.3,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,5,4,0.765833220280506
false_self_state,1165,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1165,MemoryOnly,121.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,22,0,0.0
false_self_state,1165,PersistentSelf,121.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,22,0,0.0
false_self_state,1165,MirrorNeuroSymbolic,88.69999999999999,1.0,1.0,1.0,0.0,1.0,1.0,8.0,2,9,8,0.6243849527728017
false_self_state,1166,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1166,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,1166,PersistentSelf,95.4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,26,0,0.0
false_self_state,1166,MirrorNeuroSymbolic,88.15,1.0,1.0,1.0,0.0,1.0,1.0,8.0,2,13,11,0.6743744860610119
false_self_state,1167,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1167,MemoryOnly,83.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,22,0,0.0
false_self_state,1167,PersistentSelf,83.8,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,22,0,0.0
false_self_state,1167,MirrorNeuroSymbolic,81.3,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1,5,4,0.6688753569212126
false_self_state,1168,NeuralOnly,30.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1168,MemoryOnly,82.7,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,33,0,0.0
false_self_state,1168,PersistentSelf,82.7,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,33,0,0.0
false_self_state,1168,MirrorNeuroSymbolic,110.9,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,8,6,0.7549210364655473
false_self_state,1169,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1169,MemoryOnly,120.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,32,0,0.0
false_self_state,1169,PersistentSelf,120.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,32,0,0.0
false_self_state,1169,MirrorNeuroSymbolic,105.94999999999999,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,14,13,0.7342957603466569
false_self_state,1170,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1170,MemoryOnly,95.8,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,22,0,0.0
false_self_state,1170,PersistentSelf,95.8,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,22,0,0.0
false_self_state,1170,MirrorNeuroSymbolic,109.94999999999999,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,14,13,0.6300022840022377
false_self_state,1171,NeuralOnly,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.0
false_self_state,1171,MemoryOnly,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1171,PersistentSelf,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1171,MirrorNeuroSymbolic,110.9,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,8,6,0.7216972400141699
false_self_state,1172,NeuralOnly,66.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0
false_self_state,1172,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,1172,PersistentSelf,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,1172,MirrorNeuroSymbolic,106.2,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,12,12,0.7240766637401046
false_self_state,1173,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1173,MemoryOnly,120.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,31,0,0.0
false_self_state,1173,PersistentSelf,94.9,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,31,0,0.0
false_self_state,1173,MirrorNeuroSymbolic,105.8,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,15,14,0.6625596538311885
false_self_state,1174,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1174,MemoryOnly,122.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,13,0,0.0
false_self_state,1174,PersistentSelf,122.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,13,0,0.0
false_self_state,1174,MirrorNeuroSymbolic,115.15,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,6,5,0.7112269753582582
false_self_state,1175,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1175,MemoryOnly,95.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,28,0,0.0
false_self_state,1175,PersistentSelf,95.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,28,0,0.0
false_self_state,1175,MirrorNeuroSymbolic,85.2,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,6,4,0.7288852098806762
false_self_state,1176,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1176,MemoryOnly,121.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,22,0,0.0
false_self_state,1176,PersistentSelf,121.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,22,0,0.0
false_self_state,1176,MirrorNeuroSymbolic,106.85000000000001,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,8,7,0.7648593728689459
false_self_state,1177,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1177,MemoryOnly,123.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,4,0,0.0
false_self_state,1177,PersistentSelf,123.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,4,0,0.0
false_self_state,1177,MirrorNeuroSymbolic,119.7,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1,2,2,0.6694710084354261
false_self_state,1178,NeuralOnly,-8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1178,MemoryOnly,96.3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,17,0,0.0
false_self_state,1178,PersistentSelf,96.3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,17,0,0.0
false_self_state,1178,MirrorNeuroSymbolic,106.8,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,8,8,0.719318167431432
false_self_state,1179,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1179,MemoryOnly,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1179,PersistentSelf,95.3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,27,0,0.0
false_self_state,1179,MirrorNeuroSymbolic,106.85000000000001,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,8,7,0.7472975593927844
false_self_state,1180,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1180,MemoryOnly,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1180,PersistentSelf,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1180,MirrorNeuroSymbolic,110.95,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,7,7,0.7188554629183453
false_self_state,1181,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,1181,MemoryOnly,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1181,PersistentSelf,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1181,MirrorNeuroSymbolic,84.95,1.0,1.0,1.0,0.0,1.0,1.0,12.0,3,7,7,0.729463811597023
false_self_state,1182,NeuralOnly,60.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0
false_self_state,1182,MemoryOnly,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
false_self_state,1182,PersistentSelf,121.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,30,0,0.0
false_self_state,1182,MirrorNeuroSymbolic,110.69999999999999,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,9,8,0.6987105280278193
false_self_state,1183,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1183,MemoryOnly,121.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,27,0,0.0
false_self_state,1183,PersistentSelf,95.3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,27,0,0.0
false_self_state,1183,MirrorNeuroSymbolic,106.85000000000001,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,8,7,0.7705115868694724
false_self_state,1184,NeuralOnly,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1184,MemoryOnly,121.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,28,0,0.0
false_self_state,1184,PersistentSelf,121.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,28,0,0.0
false_self_state,1184,MirrorNeuroSymbolic,114.95,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,7,7,0.7344479830550005
false_self_state,1185,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1185,MemoryOnly,94.8,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,32,0,0.0
false_self_state,1185,PersistentSelf,94.8,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,32,0,0.0
false_self_state,1185,MirrorNeuroSymbolic,68.2,0.0,1.0,0.0,1.0,1.0,1.0,16.0,4,12,12,0.7688021205670108
false_self_state,1186,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1186,MemoryOnly,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,1186,PersistentSelf,121.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,26,0,0.0
false_self_state,1186,MirrorNeuroSymbolic,115.15,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2,6,5,0.6993127978371155
false_self_state,1187,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1187,MemoryOnly,93.6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,44,0,0.0
false_self_state,1187,PersistentSelf,93.6,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,44,0,0.0
false_self_state,1187,MirrorNeuroSymbolic,105.3,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,18,18,0.6968542351313478
false_self_state,1188,NeuralOnly,86.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1188,MemoryOnly,95.3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,27,0,0.0
false_self_state,1188,PersistentSelf,95.3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,27,0,0.0
false_self_state,1188,MirrorNeuroSymbolic,106.4,1.0,1.0,1.0,1.0,1.0,0.0,16.0,4,11,10,0.7149993576413765
false_self_state,1189,NeuralOnly,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.0
false_self_state,1189,MemoryOnly,121.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,28,0,0.0
false_self_state,1189,PersistentSelf,121.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,28,0,0.0
false_self_state,1189,MirrorNeuroSymbolic,110.2,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,12,12,0.6944204452066292
false_self_state,1190,NeuralOnly,124.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.0
false_self_state,1190,MemoryOnly,120.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,36,0,0.0
false_self_state,1190,PersistentSelf,120.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,36,0,0.0
false_self_state,1190,MirrorNeuroSymbolic,110.4,1.0,1.0,1.0,1.0,1.0,0.0,12.0,3,11,10,0.6822251602645486
false_self_state,1191,NeuralOnly,98.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0.0
false_self_state,1191,MemoryOnly,122.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,19,0,0.0
false_self_state,1191,PersistentSelf,122.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,19,0,0.0
