seed,perturbation,agent,steps,survived,energy_final,resources_collected,hazards_hit,calibrations,viability,contradiction_load,reliability_mean,reliability_min
412353,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412354,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412355,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412356,memory_corruption,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
412357,memory_corruption,A_predictor_only,150,1,21.0,8,6,0,247.25,0.0,1.0,1.0
412358,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412359,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412360,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412361,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412362,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412363,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412364,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412365,memory_corruption,A_predictor_only,150,1,21.0,7,6,0,235.25,0.0,1.0,1.0
412366,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412367,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412368,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412369,memory_corruption,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
412370,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412371,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412372,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412373,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412374,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412375,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412376,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412377,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412378,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412379,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412380,memory_corruption,A_predictor_only,150,1,12.0,8,20,0,119.0,0.0,1.0,1.0
412381,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412382,memory_corruption,A_predictor_only,150,1,65.0,9,9,0,243.25,0.0,1.0,1.0
412383,memory_corruption,A_predictor_only,42,0,-4.0,8,9,0,57.0,0.0,1.0,1.0
412384,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412385,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412386,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412387,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412388,memory_corruption,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
412389,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412390,memory_corruption,A_predictor_only,45,0,-1.0,8,5,0,96.0,0.0,1.0,1.0
412391,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412392,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412393,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412394,memory_corruption,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
412395,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412396,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412397,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412398,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412399,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412400,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412401,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412402,memory_corruption,A_predictor_only,23,0,-7.0,5,5,0,38.0,0.0,1.0,1.0
412403,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412404,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412405,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412406,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412407,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412408,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412409,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412410,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412411,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412412,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412413,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412414,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412415,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412416,memory_corruption,A_predictor_only,150,1,24.0,8,7,0,239.0,0.0,1.0,1.0
412417,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412418,memory_corruption,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
412419,memory_corruption,A_predictor_only,52,0,-2.0,8,6,0,94.0,0.0,1.0,1.0
412420,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412421,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412422,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412423,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412424,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412425,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412426,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412427,memory_corruption,A_predictor_only,150,1,20.0,8,6,0,247.0,0.0,1.0,1.0
412428,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412429,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412430,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412431,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412432,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412433,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412434,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412435,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412436,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412437,memory_corruption,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
412438,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412439,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412440,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412441,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412442,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412443,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412444,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412445,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412446,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412447,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412448,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412449,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412450,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412451,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412452,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412453,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412454,memory_corruption,A_predictor_only,40,0,0.0,7,7,0,61.0,0.0,1.0,1.0
412455,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412456,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412457,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412458,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412459,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412460,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412461,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412462,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412463,memory_corruption,A_predictor_only,41,0,-4.0,8,10,0,47.0,0.0,1.0,1.0
412464,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412465,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412466,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412467,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412468,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412469,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412470,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412471,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412472,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412473,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412474,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412475,memory_corruption,A_predictor_only,150,1,10.0,6,19,0,103.5,0.0,1.0,1.0
412476,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412477,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412478,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412479,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412480,memory_corruption,A_predictor_only,150,1,65.0,9,9,0,243.25,0.0,1.0,1.0
412481,memory_corruption,A_predictor_only,150,1,20.0,8,6,0,247.0,0.0,1.0,1.0
412482,memory_corruption,A_predictor_only,150,1,24.0,8,18,0,140.0,0.0,1.0,1.0
412483,memory_corruption,A_predictor_only,150,1,18.0,8,16,0,156.5,0.0,1.0,1.0
412484,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412485,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412486,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412487,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412488,memory_corruption,A_predictor_only,51,0,-10.0,9,11,0,60.0,0.0,1.0,1.0
412489,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412490,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412491,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412492,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412493,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412494,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412495,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412496,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412497,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412498,memory_corruption,A_predictor_only,31,0,-6.0,5,7,0,28.0,0.0,1.0,1.0
412499,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412500,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412501,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412502,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412503,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412504,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412505,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412506,memory_corruption,A_predictor_only,150,1,24.0,7,5,0,245.0,0.0,1.0,1.0
412507,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412508,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412509,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412510,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412511,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412512,memory_corruption,A_predictor_only,150,1,20.0,7,3,0,262.0,0.0,1.0,1.0
412513,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412514,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412515,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412516,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412517,memory_corruption,A_predictor_only,22,0,-8.0,3,7,0,-5.0,0.0,1.0,1.0
412518,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412519,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412520,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412521,memory_corruption,A_predictor_only,150,1,20.0,7,8,0,217.0,0.0,1.0,1.0
412522,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412523,memory_corruption,A_predictor_only,38,0,-7.0,8,7,0,71.0,0.0,1.0,1.0
412524,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412525,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412526,memory_corruption,A_predictor_only,150,1,20.0,3,4,0,205.0,0.0,1.0,1.0
412527,memory_corruption,A_predictor_only,47,0,0.0,8,6,0,89.0,0.0,1.0,1.0
412528,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412529,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412530,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412531,memory_corruption,A_predictor_only,51,0,0.0,8,7,0,84.0,0.0,1.0,1.0
412532,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412533,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412534,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412535,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412536,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412537,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412538,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412539,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412540,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412541,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412542,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412543,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412544,memory_corruption,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
412545,memory_corruption,A_predictor_only,150,1,22.0,6,5,0,232.5,0.0,1.0,1.0
412546,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412547,memory_corruption,A_predictor_only,28,0,-4.0,4,7,0,13.0,0.0,1.0,1.0
412548,memory_corruption,A_predictor_only,150,1,23.0,8,5,0,256.75,0.0,1.0,1.0
412549,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412550,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412551,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412552,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412553,memory_corruption,A_predictor_only,150,1,65.0,9,10,0,234.25,0.0,1.0,1.0
412554,memory_corruption,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
412555,memory_corruption,A_predictor_only,19,0,0.0,3,6,0,1.0,0.0,1.0,1.0
412556,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412557,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412558,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412559,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412560,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412561,memory_corruption,A_predictor_only,49,0,0.0,8,5,0,100.0,0.0,1.0,1.0
412562,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412563,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412564,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412565,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412566,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412567,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412568,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412569,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412570,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412571,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412572,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412573,memory_corruption,A_predictor_only,150,1,21.0,6,5,0,232.25,0.0,1.0,1.0
412574,memory_corruption,A_predictor_only,150,1,22.0,8,11,0,202.5,0.0,1.0,1.0
412575,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412576,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412577,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412578,memory_corruption,A_predictor_only,38,0,0.0,8,7,0,71.0,0.0,1.0,1.0
412579,memory_corruption,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
412580,memory_corruption,A_predictor_only,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
412581,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412582,memory_corruption,A_predictor_only,150,1,21.0,6,4,0,241.25,0.0,1.0,1.0
412583,memory_corruption,A_predictor_only,150,1,21.0,6,3,0,250.25,0.0,1.0,1.0
412584,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412585,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412586,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412587,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412588,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412589,memory_corruption,A_predictor_only,150,1,9.0,8,19,0,127.25,0.0,1.0,1.0
412590,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412591,memory_corruption,A_predictor_only,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
412592,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412593,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412594,memory_corruption,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
412595,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412596,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412597,memory_corruption,A_predictor_only,150,1,19.0,7,14,0,162.75,0.0,1.0,1.0
412598,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412599,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412600,memory_corruption,A_predictor_only,150,1,23.0,8,6,0,247.75,0.0,1.0,1.0
412601,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412602,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412603,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412604,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412605,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412606,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412607,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412608,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412609,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412610,memory_corruption,A_predictor_only,17,0,0.0,1,5,0,-16.0,0.0,1.0,1.0
412611,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412612,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412613,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412614,memory_corruption,A_predictor_only,50,0,-3.0,9,9,0,77.0,0.0,1.0,1.0
412615,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412616,memory_corruption,A_predictor_only,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
412617,memory_corruption,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
412618,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412619,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412620,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412621,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412622,memory_corruption,A_predictor_only,150,1,21.0,6,9,0,196.25,0.0,1.0,1.0
412623,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412624,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412625,memory_corruption,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
412626,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412627,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412628,memory_corruption,A_predictor_only,150,1,22.0,6,7,0,214.5,0.0,1.0,1.0
412629,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412630,memory_corruption,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
412631,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412632,memory_corruption,A_predictor_only,25,0,0.0,5,7,0,22.0,0.0,1.0,1.0
412633,memory_corruption,A_predictor_only,43,0,0.0,8,5,0,94.0,0.0,1.0,1.0
412634,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412635,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412636,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412637,memory_corruption,A_predictor_only,150,1,21.0,8,4,0,265.25,0.0,1.0,1.0
412638,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412639,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
412640,memory_corruption,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
412641,memory_corruption,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
412642,memory_corruption,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
