seed,perturbation,agent,steps,survived,energy_final,resources_collected,hazards_hit,calibrations,viability,contradiction_load,reliability_mean,reliability_min
12345,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12346,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12347,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12348,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12349,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12350,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12351,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12352,control,A_predictor_only,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
12353,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12354,control,A_predictor_only,150,1,23.0,6,3,0,250.75,0.0,1.0,1.0
12355,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12356,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12357,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12358,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12359,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12360,control,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
12361,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12362,control,A_predictor_only,150,1,8.0,4,16,0,106.0,0.0,1.0,1.0
12363,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12364,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12365,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12366,control,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
12367,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12368,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12369,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12370,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12371,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12372,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12373,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12374,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12375,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12376,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12377,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12378,control,A_predictor_only,30,0,-3.0,7,7,0,51.0,0.0,1.0,1.0
12379,control,A_predictor_only,38,0,0.0,7,4,0,86.0,0.0,1.0,1.0
12380,control,A_predictor_only,34,0,-11.0,7,5,0,73.0,0.0,1.0,1.0
12381,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12382,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12383,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12384,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12385,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12386,control,A_predictor_only,150,1,22.0,8,6,0,247.5,0.0,1.0,1.0
12387,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12388,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12389,control,A_predictor_only,51,0,0.0,7,6,0,81.0,0.0,1.0,1.0
12390,control,A_predictor_only,48,0,0.0,8,7,0,81.0,0.0,1.0,1.0
12391,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12392,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12393,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12394,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12395,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12396,control,A_predictor_only,46,0,-7.0,8,10,0,52.0,0.0,1.0,1.0
12397,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12398,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12399,control,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
12400,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12401,control,A_predictor_only,150,1,22.0,8,4,0,265.5,0.0,1.0,1.0
12402,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12403,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12404,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12405,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12406,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12407,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12408,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12409,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12410,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12411,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12412,control,A_predictor_only,43,0,0.0,8,5,0,94.0,0.0,1.0,1.0
12413,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12414,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12415,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12416,control,A_predictor_only,45,0,0.0,8,5,0,96.0,0.0,1.0,1.0
12417,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12418,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12419,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12420,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12421,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12422,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12423,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12424,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12425,control,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
12426,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12427,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12428,control,A_predictor_only,150,1,20.0,7,5,0,244.0,0.0,1.0,1.0
12429,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12430,control,A_predictor_only,150,1,23.0,7,5,0,244.75,0.0,1.0,1.0
12431,control,A_predictor_only,150,1,21.0,8,3,0,274.25,0.0,1.0,1.0
12432,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12433,control,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
12434,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12435,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12436,control,A_predictor_only,150,1,21.0,4,3,0,226.25,0.0,1.0,1.0
12437,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12438,control,A_predictor_only,150,1,65.0,9,0,0,324.25,0.0,1.0,1.0
12439,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12440,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12441,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12442,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12443,control,A_predictor_only,150,1,10.0,8,18,0,136.5,0.0,1.0,1.0
12444,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12445,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12446,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12447,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12448,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12449,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12450,control,A_predictor_only,150,1,20.0,5,5,0,220.0,0.0,1.0,1.0
12451,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12452,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12453,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12454,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12455,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12456,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12457,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12458,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12459,control,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
12460,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12461,control,A_predictor_only,33,0,-3.0,7,8,0,45.0,0.0,1.0,1.0
12462,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12463,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12464,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12465,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12466,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12467,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12468,control,A_predictor_only,150,1,22.0,8,7,0,238.5,0.0,1.0,1.0
12469,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12470,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12471,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12472,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12473,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12474,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12475,control,A_predictor_only,150,1,21.0,6,5,0,232.25,0.0,1.0,1.0
12476,control,A_predictor_only,22,0,0.0,5,7,0,19.0,0.0,1.0,1.0
12477,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12478,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12479,control,A_predictor_only,150,1,23.0,8,5,0,256.75,0.0,1.0,1.0
12480,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12481,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12482,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12483,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12484,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12485,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12486,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12487,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12488,control,A_predictor_only,150,1,19.0,7,15,0,153.75,0.0,1.0,1.0
12489,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12490,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12491,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12492,control,A_predictor_only,150,1,22.0,8,3,0,274.5,0.0,1.0,1.0
12493,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12494,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12495,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12496,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12497,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12498,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12499,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12500,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12501,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12502,control,A_predictor_only,150,1,23.0,7,5,0,244.75,0.0,1.0,1.0
12503,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12504,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12505,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12506,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12507,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12508,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12509,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12510,control,A_predictor_only,150,1,21.0,8,7,0,238.25,0.0,1.0,1.0
12511,control,A_predictor_only,31,0,-8.0,5,7,0,28.0,0.0,1.0,1.0
12512,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12513,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12514,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12515,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12516,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12517,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12518,control,A_predictor_only,150,1,21.0,8,6,0,247.25,0.0,1.0,1.0
12519,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12520,control,A_predictor_only,36,0,-6.0,6,8,0,36.0,0.0,1.0,1.0
12521,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12522,control,A_predictor_only,150,1,21.0,8,7,0,238.25,0.0,1.0,1.0
12523,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12524,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12525,control,A_predictor_only,150,1,21.0,8,15,0,166.25,0.0,1.0,1.0
12526,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12527,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12528,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12529,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12530,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12531,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12532,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12533,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12534,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12535,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12536,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12537,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12538,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12539,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12540,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12541,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12542,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12543,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12544,control,A_predictor_only,32,0,-8.0,6,5,0,59.0,0.0,1.0,1.0
12545,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12546,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12547,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12548,control,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
12549,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12550,control,A_predictor_only,150,1,65.0,9,8,0,252.25,0.0,1.0,1.0
12551,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12552,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12553,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12554,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12555,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12556,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12557,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12558,control,A_predictor_only,150,1,22.0,7,19,0,118.5,0.0,1.0,1.0
12559,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12560,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12561,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12562,control,A_predictor_only,150,1,20.0,8,5,0,256.0,0.0,1.0,1.0
12563,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12564,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12565,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12566,control,A_predictor_only,150,1,17.0,7,18,0,126.25,0.0,1.0,1.0
12567,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12568,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12569,control,A_predictor_only,150,1,21.0,7,4,0,253.25,0.0,1.0,1.0
12570,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12571,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12572,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12573,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12574,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12575,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12576,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12577,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12578,control,A_predictor_only,150,1,22.0,8,3,0,274.5,0.0,1.0,1.0
12579,control,A_predictor_only,50,0,-1.0,8,6,0,92.0,0.0,1.0,1.0
12580,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12581,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12582,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12583,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12584,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12585,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12586,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12587,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12588,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12589,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12590,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12591,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12592,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12593,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12594,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12595,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12596,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12597,control,A_predictor_only,150,1,21.0,7,17,0,136.25,0.0,1.0,1.0
12598,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12599,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12600,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12601,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12602,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12603,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12604,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12605,control,A_predictor_only,150,1,20.0,7,5,0,244.0,0.0,1.0,1.0
12606,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12607,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12608,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12609,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12610,control,A_predictor_only,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
12611,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12612,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12613,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12614,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12615,control,A_predictor_only,150,1,22.0,5,4,0,229.5,0.0,1.0,1.0
12616,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12617,control,A_predictor_only,51,0,-3.0,8,10,0,57.0,0.0,1.0,1.0
12618,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12619,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12620,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12621,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12622,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12623,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12624,control,A_predictor_only,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
12625,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12626,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12627,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12628,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12629,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12630,control,A_predictor_only,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
12631,control,A_predictor_only,150,1,20.0,7,7,0,226.0,0.0,1.0,1.0
12632,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12633,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12634,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12635,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12636,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12637,control,A_predictor_only,43,0,-4.0,9,6,0,97.0,0.0,1.0,1.0
12638,control,A_predictor_only,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
12639,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12640,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12641,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
12642,control,A_predictor_only,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
12643,control,A_predictor_only,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
12644,control,A_predictor_only,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22345,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22346,control,B_memory,150,1,65.0,9,5,0,279.25,0.0,1.0,1.0
22347,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22348,control,B_memory,53,0,0.0,9,7,0,98.0,0.0,1.0,1.0
22349,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22350,control,B_memory,150,1,19.0,7,4,0,252.75,0.0,1.0,1.0
22351,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22352,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22353,control,B_memory,150,1,22.0,5,6,0,211.5,0.0,1.0,1.0
22354,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22355,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22356,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22357,control,B_memory,150,1,18.0,6,19,0,105.5,0.0,1.0,1.0
22358,control,B_memory,150,1,65.0,9,6,0,270.25,0.0,1.0,1.0
22359,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22360,control,B_memory,150,1,22.0,8,5,0,256.5,0.0,1.0,1.0
22361,control,B_memory,150,1,21.0,7,7,0,226.25,0.0,1.0,1.0
22362,control,B_memory,150,1,65.0,9,3,0,297.25,0.0,1.0,1.0
22363,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22364,control,B_memory,150,1,65.0,9,2,0,306.25,0.0,1.0,1.0
22365,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22366,control,B_memory,150,1,65.0,9,4,0,288.25,0.0,1.0,1.0
22367,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
22368,control,B_memory,150,1,65.0,9,7,0,261.25,0.0,1.0,1.0
22369,control,B_memory,150,1,65.0,9,1,0,315.25,0.0,1.0,1.0
