agent,perturb_rate,repair_cost,threshold,viability_mean,viability_sem,survival_rate,success_rate,mean_steps,mean_hazard_hits,mean_repairs,mean_self_error,mean_reliability,n,baseline_viability,baseline_survival,baseline_success,baseline_self_error,baseline_hazard_hits,delta_viability,delta_survival
mirror,0.12,0,0.65,74.66111111111111,8.490187726227136,0.6555555555555556,0.6444444444444445,29.58888888888889,1.2333333333333334,1.3777777777777778,1.6022782375393287,0.955378577027325,90,32.31111111111111,0.26666666666666666,0.26666666666666666,2.4937558217653333,1.3333333333333333,42.35,0.3888888888888889
mirror,0.12,0,0.8,88.78888888888889,7.965514066473182,0.7444444444444445,0.7444444444444445,31.5,1.2666666666666666,1.9444444444444444,1.3544635149232727,0.9763776632988721,90,32.31111111111111,0.26666666666666666,0.26666666666666666,2.4937558217653333,1.3333333333333333,56.47777777777778,0.4777777777777778
mirror,0.12,2,0.35,55.04555555555556,7.08523709355854,0.4111111111111111,0.3888888888888889,36.75555555555555,0.9222222222222223,0.6111111111111112,2.3376668345883886,0.8495165423280612,90,39.87111111111111,0.2777777777777778,0.2777777777777778,2.785641757995976,1.0555555555555556,15.174444444444447,0.1333333333333333
mirror,0.12,2,0.5,72.20666666666668,7.203661990086412,0.5555555555555556,0.5555555555555556,34.94444444444444,0.9444444444444444,1.1222222222222222,1.8750384806781144,0.9122160727761056,90,39.87111111111111,0.2777777777777778,0.2777777777777778,2.785641757995976,1.0555555555555556,32.335555555555565,0.2777777777777778
mirror,0.12,2,0.65,80.91555555555556,7.262414127140173,0.6333333333333333,0.6333333333333333,32.08888888888889,0.8333333333333334,1.4222222222222223,1.6069919349133888,0.9539305634583646,90,39.87111111111111,0.2777777777777778,0.2777777777777778,2.785641757995976,1.0555555555555556,41.044444444444444,0.3555555555555555
mirror,0.12,2,0.8,97.72444444444446,6.738963847329074,0.8,0.8,28.466666666666665,0.7777777777777778,1.6888888888888889,1.384140354935788,0.9772835431121388,90,39.87111111111111,0.2777777777777778,0.2777777777777778,2.785641757995976,1.0555555555555556,57.853333333333346,0.5222222222222223
mirror,0.12,4,0.35,33.315555555555555,7.172983003696136,0.3111111111111111,0.28888888888888886,36.65555555555556,1.3555555555555556,0.7,2.02176540448893,0.8768499853573926,90,29.843333333333334,0.23333333333333334,0.2222222222222222,2.455783820419575,1.1777777777777778,3.4722222222222214,0.07777777777777778
mirror,0.12,4,0.5,37.70444444444445,7.511725650605547,0.35555555555555557,0.34444444444444444,36.53333333333333,1.4222222222222223,1.1222222222222222,1.8106033359011662,0.9173706869597906,90,29.843333333333334,0.23333333333333334,0.2222222222222222,2.455783820419575,1.1777777777777778,7.861111111111114,0.12222222222222223
mirror,0.12,4,0.65,59.35222222222222,8.153048069796284,0.5111111111111111,0.5,36.022222222222226,1.2,1.5222222222222221,1.5093965265694174,0.9550799015704795,90,29.843333333333334,0.23333333333333334,0.2222222222222222,2.455783820419575,1.1777777777777778,29.508888888888883,0.27777777777777773
mirror,0.12,4,0.8,62.501111111111115,8.12084177577529,0.5555555555555556,0.5444444444444444,33.87777777777778,1.1777777777777778,1.988888888888889,1.345616085678646,0.976363434717804,90,29.843333333333334,0.23333333333333334,0.2222222222222222,2.455783820419575,1.1777777777777778,32.65777777777778,0.32222222222222224
mirror,0.12,6,0.35,37.977777777777774,7.307956906807453,0.3111111111111111,0.3111111111111111,36.166666666666664,1.1888888888888889,0.6333333333333333,2.273213839050769,0.8599877077753851,90,33.035555555555554,0.24444444444444444,0.24444444444444444,2.7454652663267862,1.1666666666666667,4.94222222222222,0.06666666666666668
mirror,0.12,6,0.5,41.31444444444445,8.177902010977594,0.4,0.4,33.63333333333333,1.2777777777777777,1.1555555555555554,1.8964013731499307,0.9156822940727918,90,33.035555555555554,0.24444444444444444,0.24444444444444444,2.7454652663267862,1.1666666666666667,8.278888888888893,0.15555555555555559
mirror,0.12,6,0.65,49.30666666666667,8.337902837065778,0.4666666666666667,0.4666666666666667,32.9,1.2333333333333334,1.5222222222222221,1.5655920450563552,0.9551401983349361,90,33.035555555555554,0.24444444444444444,0.24444444444444444,2.7454652663267862,1.1666666666666667,16.271111111111118,0.22222222222222224
mirror,0.12,6,0.8,50.90111111111111,8.069073757067157,0.4888888888888889,0.4888888888888889,32.233333333333334,1.2333333333333334,1.8,1.4022256549480143,0.9725484404541477,90,33.035555555555554,0.24444444444444444,0.24444444444444444,2.7454652663267862,1.1666666666666667,17.86555555555556,0.24444444444444444
mirror,0.12,8,0.35,39.99333333333333,7.865807704009451,0.36666666666666664,0.35555555555555557,33.522222222222226,1.1333333333333333,0.6111111111111112,1.9810485278622623,0.8666376461392724,90,43.93,0.3333333333333333,0.32222222222222224,2.347130724192567,1.0222222222222221,-3.9366666666666674,0.033333333333333326
mirror,0.12,8,0.5,47.42333333333334,8.089890895841348,0.43333333333333335,0.4222222222222222,31.91111111111111,0.9777777777777777,0.9444444444444444,1.7415216563401534,0.9223352566910223,90,43.93,0.3333333333333333,0.32222222222222224,2.347130724192567,1.0222222222222221,3.4933333333333394,0.10000000000000003
mirror,0.12,8,0.65,51.49777777777778,7.571547202233496,0.45555555555555555,0.45555555555555555,32.266666666666666,0.8666666666666667,1.288888888888889,1.4700498944772038,0.9609198912746503,90,43.93,0.3333333333333333,0.32222222222222224,2.347130724192567,1.0222222222222221,7.567777777777778,0.12222222222222223
mirror,0.12,8,0.8,47.698888888888895,7.514540627015553,0.4444444444444444,0.4444444444444444,32.15555555555556,0.9111111111111111,1.4555555555555555,1.4377086697879715,0.9674744129293237,90,43.93,0.3333333333333333,0.32222222222222224,2.347130724192567,1.0222222222222221,3.7688888888888954,0.1111111111111111
mirror,0.12,10,0.35,35.138888888888886,7.636082571568444,0.3333333333333333,0.32222222222222224,34.62222222222222,1.1555555555555554,0.6444444444444445,2.2855180272695956,0.8602910959666782,90,37.14333333333333,0.3,0.3,2.6634959143158023,1.2222222222222223,-2.004444444444445,0.033333333333333326
mirror,0.12,10,0.5,34.53555555555556,7.772571626602384,0.35555555555555557,0.35555555555555557,32.67777777777778,1.2,1.0,1.9787441861829351,0.919072149731263,90,37.14333333333333,0.3,0.3,2.6634959143158023,1.2222222222222223,-2.6077777777777698,0.05555555555555558
mirror,0.12,10,0.65,33.75666666666667,8.062882396161568,0.3888888888888889,0.3888888888888889,29.022222222222222,1.1333333333333333,1.2444444444444445,1.6942990247651983,0.9516236922330745,90,37.14333333333333,0.3,0.3,2.6634959143158023,1.2222222222222223,-3.386666666666663,0.0888888888888889
mirror,0.12,10,0.8,33.75666666666667,8.062882396161568,0.3888888888888889,0.3888888888888889,29.022222222222222,1.1333333333333333,1.2444444444444445,1.6942990247651983,0.9516236922330745,90,37.14333333333333,0.3,0.3,2.6634959143158023,1.2222222222222223,-3.386666666666663,0.0888888888888889
mirror,0.12,12,0.35,26.49777777777778,7.177977830647908,0.2777777777777778,0.26666666666666666,34.022222222222226,1.1888888888888889,0.6111111111111112,2.533756135201214,0.8607501091389547,90,32.471111111111114,0.25555555555555554,0.24444444444444444,2.9049845140343136,1.2444444444444445,-5.973333333333333,0.022222222222222254
mirror,0.12,12,0.5,21.315555555555555,7.3142016205526605,0.2777777777777778,0.2777777777777778,31.122222222222224,1.211111111111111,1.0,2.137395518133975,0.9176249620796674,90,32.471111111111114,0.25555555555555554,0.24444444444444444,2.9049845140343136,1.2444444444444445,-11.155555555555559,0.022222222222222254
mirror,0.12,12,0.65,20.575555555555557,7.60471489715059,0.28888888888888886,0.28888888888888886,31.211111111111112,1.2,1.211111111111111,1.9717759183218475,0.9312950538661585,90,32.471111111111114,0.25555555555555554,0.24444444444444444,2.9049845140343136,1.2444444444444445,-11.895555555555557,0.033333333333333326
mirror,0.12,12,0.8,20.575555555555557,7.60471489715059,0.28888888888888886,0.28888888888888886,31.211111111111112,1.2,1.211111111111111,1.9717759183218475,0.9312950538661585,90,32.471111111111114,0.25555555555555554,0.24444444444444444,2.9049845140343136,1.2444444444444445,-11.895555555555557,0.033333333333333326
mirror,0.12,15,0.35,26.955555555555556,7.352274544422094,0.28888888888888886,0.28888888888888886,31.511111111111113,1.0,0.6,2.2953175081772077,0.848508397794227,90,33.04333333333334,0.25555555555555554,0.25555555555555554,2.6346218822948675,1.1666666666666667,-6.087777777777781,0.033333333333333326
mirror,0.12,15,0.5,22.63222222222222,7.410580144081476,0.28888888888888886,0.28888888888888886,30.377777777777776,1.0,0.8444444444444444,2.0516349513890835,0.8828358597479807,90,33.04333333333334,0.25555555555555554,0.25555555555555554,2.6346218822948675,1.1666666666666667,-10.411111111111115,0.033333333333333326
mirror,0.12,15,0.65,22.63222222222222,7.410580144081476,0.28888888888888886,0.28888888888888886,30.377777777777776,1.0,0.8444444444444444,2.0516349513890835,0.8828358597479807,90,33.04333333333334,0.25555555555555554,0.25555555555555554,2.6346218822948675,1.1666666666666667,-10.411111111111115,0.033333333333333326
mirror,0.12,15,0.8,22.63222222222222,7.410580144081476,0.28888888888888886,0.28888888888888886,30.377777777777776,1.0,0.8444444444444444,2.0516349513890835,0.8828358597479807,90,33.04333333333334,0.25555555555555554,0.25555555555555554,2.6346218822948675,1.1666666666666667,-10.411111111111115,0.033333333333333326
mirror,0.16,0,0.35,52.75666666666667,7.140918654204621,0.43333333333333335,0.37777777777777777,40.25555555555555,1.3222222222222222,0.7111111111111111,2.5396880380351954,0.8519978544730982,90,30.99,0.2222222222222222,0.2,3.183887688689786,1.2555555555555555,21.76666666666667,0.21111111111111114
mirror,0.16,0,0.5,64.01888888888888,7.713169647013256,0.5444444444444444,0.4888888888888889,35.855555555555554,1.288888888888889,1.1888888888888889,2.086748118783672,0.9127077055663517,90,30.99,0.2222222222222222,0.2,3.183887688689786,1.2555555555555555,33.028888888888886,0.3222222222222222
mirror,0.16,0,0.65,64.53333333333333,8.163796178246372,0.5777777777777777,0.5444444444444444,32.1,1.3777777777777778,1.5444444444444445,1.898601995606705,0.9467160871434038,90,30.99,0.2222222222222222,0.2,3.183887688689786,1.2555555555555555,33.54333333333334,0.3555555555555555
mirror,0.16,0,0.8,90.36111111111111,7.08299218291832,0.7444444444444445,0.7333333333333333,30.944444444444443,1.1333333333333333,2.011111111111111,1.7412761212753853,0.9717884162266682,90,30.99,0.2222222222222222,0.2,3.183887688689786,1.2555555555555555,59.37111111111112,0.5222222222222223
mirror,0.16,2,0.35,45.851111111111116,7.236090405437631,0.37777777777777777,0.35555555555555557,36.833333333333336,1.2333333333333334,0.5444444444444444,2.4738514619669365,0.8642014122840943,90,39.175555555555555,0.3,0.28888888888888886,2.8659924118752946,1.1555555555555554,6.675555555555562,0.07777777777777778
mirror,0.16,2,0.5,54.50333333333334,7.460997287517572,0.4444444444444444,0.4,37.98888888888889,1.1777777777777778,1.0555555555555556,2.273623963074,0.9078474102705433,90,39.175555555555555,0.3,0.28888888888888886,2.8659924118752946,1.1555555555555554,15.327777777777783,0.14444444444444443
mirror,0.16,2,0.65,61.35,8.001205940629797,0.5444444444444444,0.5222222222222223,31.855555555555554,1.2,1.4,1.8756852375324526,0.9523115125573751,90,39.175555555555555,0.3,0.28888888888888886,2.8659924118752946,1.1555555555555554,22.174444444444447,0.2444444444444444
mirror,0.16,2,0.8,79.29444444444445,7.809040722554829,0.6777777777777778,0.6666666666666666,28.7,0.9444444444444444,1.7555555555555555,1.6664751512724008,0.9752468203123618,90,39.175555555555555,0.3,0.28888888888888886,2.8659924118752946,1.1555555555555554,40.1188888888889,0.3777777777777778
mirror,0.16,4,0.35,50.23222222222223,7.576668936889115,0.4,0.4,33.733333333333334,1.0555555555555556,0.5777777777777777,2.228748013626796,0.886237020052042,90,46.94555555555556,0.36666666666666664,0.35555555555555557,2.620749202667006,1.0777777777777777,3.286666666666669,0.03333333333333338
mirror,0.16,4,0.5,55.10333333333334,7.737071524826086,0.45555555555555555,0.45555555555555555,31.933333333333334,1.0222222222222221,0.8555555555555555,1.9975741135175649,0.9283717110106464,90,46.94555555555556,0.36666666666666664,0.35555555555555557,2.620749202667006,1.0777777777777777,8.157777777777781,0.0888888888888889
mirror,0.16,4,0.65,60.379999999999995,7.804493119923059,0.5,0.5,33.166666666666664,1.0333333333333334,1.4,1.7443177933695468,0.9583997355653977,90,46.94555555555556,0.36666666666666664,0.35555555555555557,2.620749202667006,1.0777777777777777,13.434444444444438,0.13333333333333336
mirror,0.16,4,0.8,64.39222222222223,7.722518627494817,0.5333333333333333,0.5333333333333333,35.22222222222222,1.0333333333333334,2.0,1.6266738989292588,0.9764616311390022,90,46.94555555555556,0.36666666666666664,0.35555555555555557,2.620749202667006,1.0777777777777777,17.446666666666673,0.16666666666666669
mirror,0.16,6,0.35,22.93555555555556,7.4552752709789445,0.26666666666666666,0.24444444444444444,33.87777777777778,1.4555555555555555,0.6666666666666666,2.494046965550236,0.8708966423984796,90,31.457777777777782,0.2777777777777778,0.26666666666666666,2.941510526236247,1.3333333333333333,-8.522222222222222,-0.011111111111111127
mirror,0.16,6,0.5,30.71,7.945757125952141,0.3333333333333333,0.32222222222222224,33.34444444444444,1.4444444444444444,1.0777777777777777,2.144341348923438,0.9200526150278548,90,31.457777777777782,0.2777777777777778,0.26666666666666666,2.941510526236247,1.3333333333333333,-0.747777777777781,0.055555555555555525
mirror,0.16,6,0.65,41.73777777777778,8.100271812732228,0.4,0.3888888888888889,33.922222222222224,1.211111111111111,1.4666666666666666,1.8745113009556666,0.9495449714748544,90,31.457777777777782,0.2777777777777778,0.26666666666666666,2.941510526236247,1.3333333333333333,10.279999999999998,0.12222222222222223
mirror,0.16,6,0.8,42.35888888888889,8.002876027106103,0.4111111111111111,0.4111111111111111,30.57777777777778,1.0888888888888888,1.7666666666666666,1.6378237615093736,0.9725481895640427,90,31.457777777777782,0.2777777777777778,0.26666666666666666,2.941510526236247,1.3333333333333333,10.90111111111111,0.1333333333333333
mirror,0.16,8,0.35,28.276666666666667,6.951084674517324,0.26666666666666666,0.25555555555555554,36.8,1.288888888888889,0.6888888888888889,2.7483267310012023,0.848471372546512,90,33.678888888888885,0.23333333333333334,0.2222222222222222,3.213411576921759,1.2555555555555555,-5.402222222222218,0.033333333333333326
mirror,0.16,8,0.5,33.36666666666667,7.6264643709584155,0.3333333333333333,0.32222222222222224,35.166666666666664,1.2555555555555555,1.0666666666666667,2.311225980468259,0.910509271201312,90,33.678888888888885,0.23333333333333334,0.2222222222222222,3.213411576921759,1.2555555555555555,-0.31222222222221774,0.09999999999999998
mirror,0.16,8,0.65,36.28,7.865419059323954,0.37777777777777777,0.37777777777777777,32.544444444444444,1.1666666666666667,1.4333333333333333,2.0860170117900037,0.9494229679686375,90,33.678888888888885,0.23333333333333334,0.2222222222222222,3.213411576921759,1.2555555555555555,2.6011111111111163,0.14444444444444443
mirror,0.16,8,0.8,25.542222222222225,7.431086806822491,0.3111111111111111,0.3111111111111111,32.2,1.2333333333333334,1.6777777777777778,1.91124352585168,0.9613823506306675,90,33.678888888888885,0.23333333333333334,0.2222222222222222,3.213411576921759,1.2555555555555555,-8.13666666666666,0.07777777777777778
mirror,0.16,10,0.35,35.49666666666666,7.660844630289677,0.32222222222222224,0.32222222222222224,34.8,1.1555555555555554,0.6555555555555556,2.7247880838685306,0.8538965718732757,90,33.26888888888889,0.25555555555555554,0.25555555555555554,3.195481813343524,1.3111111111111111,2.2277777777777743,0.06666666666666671
mirror,0.16,10,0.5,34.31666666666667,8.08694579304668,0.37777777777777777,0.37777777777777777,29.244444444444444,1.1,1.0222222222222221,2.3476544387903067,0.9133773122517581,90,33.26888888888889,0.25555555555555554,0.25555555555555554,3.195481813343524,1.3111111111111111,1.0477777777777817,0.12222222222222223
mirror,0.16,10,0.65,29.44777777777778,7.802974756503519,0.35555555555555557,0.35555555555555557,29.788888888888888,1.1111111111111112,1.4111111111111112,2.0399593101860636,0.9494751941401149,90,33.26888888888889,0.25555555555555554,0.25555555555555554,3.195481813343524,1.3111111111111111,-3.821111111111108,0.10000000000000003
mirror,0.16,10,0.8,34.49111111111111,7.8749597061283225,0.3888888888888889,0.3888888888888889,28.744444444444444,1.0222222222222221,1.3555555555555556,2.060514150740009,0.9524523064360303,90,33.26888888888889,0.25555555555555554,0.25555555555555554,3.195481813343524,1.3111111111111111,1.2222222222222214,0.13333333333333336
mirror,0.16,12,0.35,32.91222222222222,7.735051118104833,0.3,0.3,35.833333333333336,1.1222222222222222,0.6333333333333333,2.5452899116274494,0.8550214816580175,90,37.45777777777778,0.26666666666666666,0.26666666666666666,2.9499162041153633,1.1444444444444444,-4.545555555555559,0.033333333333333326
mirror,0.16,12,0.5,25.29,7.646306469251861,0.3,0.3,31.844444444444445,1.0888888888888888,1.0444444444444445,2.184228922839566,0.913486514011873,90,37.45777777777778,0.26666666666666666,0.26666666666666666,2.9499162041153633,1.1444444444444444,-12.16777777777778,0.033333333333333326
mirror,0.16,12,0.65,22.024444444444445,7.547408102550485,0.28888888888888886,0.28888888888888886,30.622222222222224,1.0444444444444445,1.2,2.0467249297065653,0.9380883041972439,90,37.45777777777778,0.26666666666666666,0.26666666666666666,2.9499162041153633,1.1444444444444444,-15.433333333333334,0.0222222222222222
mirror,0.16,12,0.8,22.024444444444445,7.547408102550485,0.28888888888888886,0.28888888888888886,30.622222222222224,1.0444444444444445,1.2,2.0467249297065653,0.9380883041972439,90,37.45777777777778,0.26666666666666666,0.26666666666666666,2.9499162041153633,1.1444444444444444,-15.433333333333334,0.0222222222222222
mirror,0.16,15,0.35,36.335,8.1425477156798,0.35555555555555557,0.35555555555555557,32.266666666666666,1.0888888888888888,0.45555555555555555,2.4306956006936398,0.8707880323883457,90,44.394444444444446,0.35555555555555557,0.34444444444444444,2.665510528073563,1.1333333333333333,-8.059444444444445,0.0
mirror,0.16,15,0.5,30.239444444444448,8.087746873954224,0.34444444444444444,0.34444444444444444,29.244444444444444,0.9444444444444444,0.7888888888888889,2.2189350155278262,0.9182343356034731,90,44.394444444444446,0.35555555555555557,0.34444444444444444,2.665510528073563,1.1333333333333333,-14.154999999999998,-0.011111111111111127
mirror,0.16,15,0.65,30.239444444444448,8.087746873954224,0.34444444444444444,0.34444444444444444,29.244444444444444,0.9444444444444444,0.7888888888888889,2.2189350155278262,0.9182343356034731,90,44.394444444444446,0.35555555555555557,0.34444444444444444,2.665510528073563,1.1333333333333333,-14.154999999999998,-0.011111111111111127
mirror,0.16,15,0.8,30.239444444444448,8.087746873954224,0.34444444444444444,0.34444444444444444,29.244444444444444,0.9444444444444444,0.7888888888888889,2.2189350155278262,0.9182343356034731,90,44.394444444444446,0.35555555555555557,0.34444444444444444,2.665510528073563,1.1333333333333333,-14.154999999999998,-0.011111111111111127
mirror,0.2,0,0.35,44.68666666666667,7.47727496811599,0.35555555555555557,0.32222222222222224,39.455555555555556,1.3,0.7,3.038400136618737,0.845225353438851,90,36.25111111111111,0.24444444444444444,0.24444444444444444,3.6048888837942443,1.1444444444444444,8.43555555555556,0.11111111111111113
mirror,0.2,0,0.5,47.89,7.541525499951384,0.3888888888888889,0.37777777777777777,37.32222222222222,1.3555555555555556,1.1555555555555554,2.8069943593359366,0.8916083714016202,90,36.25111111111111,0.24444444444444444,0.24444444444444444,3.6048888837942443,1.1444444444444444,11.638888888888893,0.14444444444444446
mirror,0.2,0,0.65,67.36,7.786061492054403,0.5777777777777777,0.5444444444444444,35.13333333333333,1.3111111111111111,1.6222222222222222,2.4867250152726728,0.9401495353416901,90,36.25111111111111,0.24444444444444444,0.24444444444444444,3.6048888837942443,1.1444444444444444,31.10888888888889,0.33333333333333326
mirror,0.2,0,0.8,84.02111111111111,7.600815958308096,0.6888888888888889,0.6555555555555556,32.77777777777778,1.0888888888888888,2.2222222222222223,2.060977943900153,0.9702245977375312,90,36.25111111111111,0.24444444444444444,0.24444444444444444,3.6048888837942443,1.1444444444444444,47.77,0.4444444444444444
mirror,0.2,2,0.35,30.20888888888889,7.0641274578100495,0.25555555555555554,0.23333333333333334,40.13333333333333,1.4555555555555555,0.7111111111111111,3.334023373107304,0.8338350644974254,90,32.81222222222222,0.24444444444444444,0.2111111111111111,3.90145643313924,1.2,-2.603333333333328,0.0111111111111111
mirror,0.2,2,0.5,45.035555555555554,7.335460929210435,0.37777777777777777,0.3333333333333333,40.544444444444444,1.3777777777777778,1.3222222222222222,2.756403150029349,0.9000222667046823,90,32.81222222222222,0.24444444444444444,0.2111111111111111,3.90145643313924,1.2,12.223333333333336,0.13333333333333333
mirror,0.2,2,0.65,49.47,8.114669974127953,0.4444444444444444,0.4444444444444444,33.41111111111111,1.3666666666666667,1.6666666666666667,2.390217049828785,0.9430041528408603,90,32.81222222222222,0.24444444444444444,0.2111111111111111,3.90145643313924,1.2,16.65777777777778,0.19999999999999998
mirror,0.2,2,0.8,59.06444444444445,7.79146918351928,0.5333333333333333,0.5111111111111111,34.63333333333333,1.3222222222222222,2.511111111111111,2.073470719096544,0.9680136220281989,90,32.81222222222222,0.24444444444444444,0.2111111111111111,3.90145643313924,1.2,26.25222222222223,0.28888888888888886
mirror,0.2,4,0.35,13.042222222222222,6.34393868168256,0.17777777777777778,0.16666666666666666,37.666666666666664,1.6555555555555554,0.8222222222222222,3.071179816566158,0.8466852815204522,90,17.833333333333332,0.16666666666666666,0.16666666666666666,3.5974575772826647,1.5222222222222221,-4.79111111111111,0.011111111111111127
mirror,0.2,4,0.5,20.015555555555558,7.07839037246086,0.23333333333333334,0.23333333333333334,35.266666666666666,1.5222222222222221,1.288888888888889,2.6616490022181263,0.9031620522228005,90,17.833333333333332,0.16666666666666666,0.16666666666666666,3.5974575772826647,1.5222222222222221,2.182222222222226,0.06666666666666668
mirror,0.2,4,0.65,36.05777777777778,7.443365859964685,0.32222222222222224,0.32222222222222224,37.67777777777778,1.3555555555555556,1.8444444444444446,2.3537762087558023,0.9424817464247727,90,17.833333333333332,0.16666666666666666,0.16666666666666666,3.5974575772826647,1.5222222222222221,18.224444444444448,0.15555555555555559
mirror,0.2,4,0.8,40.45,7.952607319051797,0.4111111111111111,0.4111111111111111,32.15555555555556,1.3222222222222222,2.2,1.9249457299668504,0.9692978946516544,90,17.833333333333332,0.16666666666666666,0.16666666666666666,3.5974575772826647,1.5222222222222221,22.61666666666667,0.24444444444444444
mirror,0.2,6,0.35,29.703333333333337,7.122654762195289,0.25555555555555554,0.25555555555555554,36.74444444444445,1.2777777777777777,0.5555555555555556,3.1526097567589852,0.8498979341923781,90,33.58555555555555,0.24444444444444444,0.24444444444444444,3.4544180327011014,1.1666666666666667,-3.8822222222222145,0.0111111111111111
mirror,0.2,6,0.5,33.40111111111111,7.5561466400575865,0.3111111111111111,0.3111111111111111,34.01111111111111,1.211111111111111,0.9888888888888889,2.674980204538182,0.9035799108367379,90,33.58555555555555,0.24444444444444444,0.24444444444444444,3.4544180327011014,1.1666666666666667,-0.18444444444443775,0.06666666666666668
mirror,0.2,6,0.65,30.547777777777778,7.080901186813911,0.3,0.28888888888888886,35.24444444444445,1.1555555555555554,1.6888888888888889,2.3360881909340883,0.9433059297138044,90,33.58555555555555,0.24444444444444444,0.24444444444444444,3.4544180327011014,1.1666666666666667,-3.037777777777773,0.05555555555555555
mirror,0.2,6,0.8,30.864444444444448,7.519221529670638,0.32222222222222224,0.32222222222222224,33.74444444444445,1.1222222222222222,2.2,2.086392469785686,0.970409977111897,90,33.58555555555555,0.24444444444444444,0.24444444444444444,3.4544180327011014,1.1666666666666667,-2.721111111111103,0.0777777777777778
mirror,0.2,8,0.35,17.24222222222222,6.899338653242735,0.2222222222222222,0.2111111111111111,34.333333333333336,1.4333333333333333,0.7111111111111111,3.186242444624455,0.8484749668572829,90,19.92222222222222,0.15555555555555556,0.14444444444444443,3.8550267959275426,1.3888888888888888,-2.6799999999999997,0.06666666666666665
mirror,0.2,8,0.5,23.182222222222222,7.242068040798843,0.26666666666666666,0.26666666666666666,32.96666666666667,1.2555555555555555,1.2,2.7894719358209494,0.8993868888926652,90,19.92222222222222,0.15555555555555556,0.14444444444444443,3.8550267959275426,1.3888888888888888,3.2600000000000016,0.1111111111111111
mirror,0.2,8,0.65,16.995555555555555,6.787276396072428,0.23333333333333334,0.23333333333333334,31.877777777777776,1.1777777777777778,1.6,2.432811312828356,0.9403281004282319,90,19.92222222222222,0.15555555555555556,0.14444444444444443,3.8550267959275426,1.3888888888888888,-2.926666666666666,0.07777777777777778
mirror,0.2,8,0.8,16.24888888888889,7.33142216234054,0.26666666666666666,0.26666666666666666,30.244444444444444,1.211111111111111,1.988888888888889,2.012635523703223,0.9644704785672514,90,19.92222222222222,0.15555555555555556,0.14444444444444443,3.8550267959275426,1.3888888888888888,-3.673333333333332,0.1111111111111111
mirror,0.2,10,0.35,24.584444444444443,6.873236722896031,0.23333333333333334,0.2222222222222222,37.08888888888889,1.211111111111111,0.5888888888888889,3.1104215756076075,0.8514605486253894,90,24.484444444444442,0.17777777777777778,0.16666666666666666,3.567513438522419,1.3444444444444446,0.10000000000000142,0.05555555555555555
mirror,0.2,10,0.5,25.923333333333332,7.209684679895551,0.2777777777777778,0.25555555555555554,35.05555555555556,1.1333333333333333,1.0222222222222221,2.682316012889282,0.9054443787840089,90,24.484444444444442,0.17777777777777778,0.16666666666666666,3.567513438522419,1.3444444444444446,1.43888888888889,0.1
mirror,0.2,10,0.65,16.727777777777778,6.9419398879336915,0.2222222222222222,0.2222222222222222,32.2,1.0333333333333334,1.488888888888889,2.2678735964826386,0.9429266943843118,90,24.484444444444442,0.17777777777777778,0.16666666666666666,3.567513438522419,1.3444444444444446,-7.756666666666664,0.044444444444444425
mirror,0.2,10,0.8,19.19888888888889,7.073989826895592,0.24444444444444444,0.24444444444444444,32.78888888888889,0.9777777777777777,1.7444444444444445,2.16923594744915,0.9557253113447334,90,24.484444444444442,0.17777777777777778,0.16666666666666666,3.567513438522419,1.3444444444444446,-5.2855555555555505,0.06666666666666665
mirror,0.2,12,0.35,14.876666666666667,6.489081399030678,0.16666666666666666,0.16666666666666666,36.22222222222222,1.2777777777777777,0.6555555555555556,3.066724100256443,0.8411108044398439,90,21.421111111111113,0.15555555555555556,0.14444444444444443,3.5332556281898553,1.4333333333333333,-6.544444444444446,0.0111111111111111
mirror,0.2,12,0.5,12.232222222222223,6.7009770334586864,0.2,0.2,33.37777777777778,1.211111111111111,1.1666666666666667,2.5791436021450824,0.902636798279501,90,21.421111111111113,0.15555555555555556,0.14444444444444443,3.5332556281898553,1.4333333333333333,-9.18888888888889,0.04444444444444445
mirror,0.2,12,0.65,8.783333333333333,7.10598985084412,0.2222222222222222,0.2222222222222222,28.977777777777778,1.211111111111111,1.3555555555555556,2.2792408560103823,0.9455795439043564,90,21.421111111111113,0.15555555555555556,0.14444444444444443,3.5332556281898553,1.4333333333333333,-12.63777777777778,0.06666666666666665
mirror,0.2,12,0.8,8.783333333333333,7.10598985084412,0.2222222222222222,0.2222222222222222,28.977777777777778,1.211111111111111,1.3555555555555556,2.2792408560103823,0.9455795439043564,90,21.421111111111113,0.15555555555555556,0.14444444444444443,3.5332556281898553,1.4333333333333333,-12.63777777777778,0.06666666666666665
mirror,0.2,15,0.35,20.133333333333333,7.471405331526662,0.25555555555555554,0.25555555555555554,33.06666666666667,1.2222222222222223,0.6,2.912146078021768,0.8725055793059125,90,32.09888888888889,0.26666666666666666,0.26666666666666666,3.371268962604704,1.3555555555555556,-11.965555555555554,-0.011111111111111127
mirror,0.2,15,0.5,10.534999999999998,7.454143894824145,0.23333333333333334,0.23333333333333334,30.144444444444446,1.1222222222222222,1.011111111111111,2.69726839793963,0.9165260959438819,90,32.09888888888889,0.26666666666666666,0.26666666666666666,3.371268962604704,1.3555555555555556,-21.56388888888889,-0.033333333333333326
